"","Place","Fish","Rep","Fish.wt","Fish.lt","Oto.wd","Oto.lt","Oto.wt","Ca","Sr","Ba","Mn","Zn","K","Pb","Cu"
"274","SNI",2,1,15.6,10.9,3.2,5.9,0.0252,0.365005332516272,0.507545242081002,-0.351771162215369,-0.589953072385848,-0.57329844539567,-0.990931408075312,-0.0559807529117377,-0.875521587668297
"275","SNI",2,2,15.6,10.9,3.2,5.9,0.0252,-0.0713719247429153,0.764602483427598,-0.673186437336011,-0.589953072385848,-0.57329844539567,-0.425044182651593,-0.0559807529117377,-0.156571378816593
"276","SNI",2,3,15.6,10.9,3.2,5.9,0.0252,-0.333198279098254,1.53577420746739,-1.63743226269794,0.408087839545098,0.578417181515274,-1.27387502078717,2.34319437187702,2.00027924773852
"277","SNI",3,1,16.3,11.2,3.4,6,0.0256,0.27772988106441,-0.00656924061219031,0.291059388025914,0.408087839545098,-0.57329844539567,-1.55681863349903,-0.0559807529117377,-0.156571378816593
"278","SNI",3,2,16.3,11.2,3.4,6,0.0256,-0.420473730550116,0.379016621407704,0.291059388025914,1.40612875147604,0.578417181515274,-0.707987795363453,-0.0559807529117377,1.28132903888681
"279","SNI",3,3,16.3,11.2,3.4,6,0.0256,0.190454429612548,0.379016621407704,-1.47672462513761,0.408087839545098,0.578417181515274,-0.707987795363453,2.34319437187702,2.71922945659022
"280","SNI",4,1,10.4,9.6,3.3,5.4,0.0226,0.452280783968011,0.379016621407704,-0.673186437336011,0.408087839545098,-0.57329844539567,-0.990931408075312,-0.0559807529117377,-0.875521587668297
"281","SNI",4,2,10.4,9.6,3.3,5.4,0.0226,0.015903526708947,0.6360738627543,-0.833894074896331,0.408087839545098,0.578417181515274,-0.425044182651593,-0.0559807529117377,-0.156571378816593
"282","SNI",4,3,10.4,9.6,3.3,5.4,0.0226,-0.158647376194654,0.250488000734405,-0.0303558870947272,-0.589953072385848,0.578417181515274,-0.142100569939733,-0.0559807529117377,-0.156571378816593
"283","SNI",5,1,13.6,10.2,3.3,5.9,0.0248,0.975933492678936,-0.00656924061219031,-0.833894074896331,-0.589953072385848,-0.57329844539567,-1.27387502078717,-0.0559807529117377,-0.156571378816593
"284","SNI",5,2,13.6,10.2,3.3,5.9,0.0248,0.714107138323473,-0.263626481958787,-0.833894074896331,0.408087839545098,-0.57329844539567,-0.425044182651593,1.14360680948264,-0.156571378816593
"285","SNI",5,3,13.6,10.2,3.3,5.9,0.0248,-0.245922827646516,-0.00656924061219031,0.612474663146556,-0.589953072385848,0.578417181515274,0.140843042772126,-1.25556831530612,-0.156571378816593
"286","SNI",6,1,11.2,10,3.2,5.3,0.02,0.190454429612548,0.379016621407704,-0.191063524655048,0.408087839545098,-0.57329844539567,-0.990931408075312,-1.25556831530612,0.56237883003511
"287","SNI",6,2,11.2,10,3.2,5.3,0.02,-1.29322824506837,1.53577420746739,0.451767025586235,1.40612875147604,-0.57329844539567,0.140843042772126,-1.25556831530612,-0.156571378816593
