Time,Date,St,Sp,Sex,TL,WT
5,Jun19,MR,F_merguiensis,2,17,30
5,Jun19,MR,F_merguiensis,2,17.2,29
5,Jun19,MR,F_merguiensis,2,16.1,27
5,Jun19,MR,F_merguiensis,2,15.6,34
5,Jun19,MR,F_merguiensis,2,17,33
5,Jun19,MR,F_merguiensis,2,16.8,26
5,Jun19,MR,F_merguiensis,2,16,30
5,Jun19,MR,F_merguiensis,2,17.2,29
5,Jun19,MR,F_merguiensis,2,16.5,29
5,Jun19,MR,F_merguiensis,2,18.7,39
5,Jun19,MR,F_merguiensis,2,17,30
5,Jun19,MR,P_monodon,2,17.7,36
5,Jun19,MR,P_monodon,2,17.6,42
5,Jun19,MR,P_monodon,1,20,51
5,Jun19,MR,M_affinis,2,16.6,10
5,Jun19,MR,M_affinis,2,11,11
5,Jun19,MR,M_affinis,1,12.8,16
5,Jun19,MR,M_affinis,1,12.9,15
5,Jun19,MR,M_affinis,1,13.2,14
5,Jun19,MR,M_affinis,2,12,17
5,Jun19,MR,M_affinis,2,12,14
5,Jun19,MR,M_affinis,1,13.8,15
5,Jun19,MR,M_affinis,2,11,11
5,Jun19,MR,M_affinis,2,12.4,14
5,Jun19,MR,M_affinis,1,11.2,11
5,Jun19,MR,M_affinis,1,13,18
5,Jun19,MR,M_affinis,1,13.1,17
5,Jun19,MR,M_affinis,2,12.7,15
5,Jun19,MR,M_affinis,2,11.5,11
5,Jun19,MR,M_affinis,1,12.3,14
5,Jun19,MR,M_affinis,1,12.5,13
5,Jun19,MR,M_affinis,2,11.5,10
5,Jun19,MR,M_affinis,2,12.2,12
5,Jun19,MR,M_affinis,1,10.9,11
5,Jun19,MR,M_affinis,2,12.3,14
5,Jun19,MR,M_affinis,2,11.5,14
5,Jun19,MR,M_affinis,2,12.5,14
5,Jun19,MR,M_affinis,2,12,13
5,Jun19,MR,M_affinis,2,11.2,10
5,Jun19,MR,M_affinis,2,11.2,12
5,Jun19,MR,M_affinis,2,11.5,11
5,Jun19,MR,M_affinis,2,12,13
5,Jun19,MR,M_affinis,2,12,11
5,Jun19,MR,M_affinis,2,11.6,13
5,Jun19,MR,M_affinis,2,11.6,12
5,Jun19,MR,M_affinis,2,11.4,14
5,Jun19,MR,M_affinis,2,11.2,9
5,Jun19,MR,M_affinis,2,11.2,12
5,Jun19,MR,M_affinis,2,12.6,18
5,Jun19,MR,M_affinis,2,11.9,12
5,Jun19,MR,M_affinis,2,13.2,17
5,Jun19,MR,M_affinis,2,13.2,19
5,Jun19,MR,M_affinis,2,11.7,13
5,Jun19,TK,F_merguiensis,2,14.2,20
5,Jun19,TK,F_merguiensis,2,14.2,16
5,Jun19,TK,F_merguiensis,2,16.2,28
5,Jun19,TK,F_merguiensis,2,18.8,47
5,Jun19,TK,F_merguiensis,2,15.6,25
5,Jun19,TK,F_merguiensis,2,15.6,22
5,Jun19,TK,F_merguiensis,2,19.5,49
5,Jun19,TK,F_merguiensis,2,15.9,20
5,Jun19,TK,F_merguiensis,2,14.8,22
5,Jun19,TK,F_merguiensis,2,16.2,27
5,Jun19,TK,F_merguiensis,2,15.4,28
5,Jun19,TK,F_merguiensis,2,19.2,45
5,Jun19,TK,F_merguiensis,2,15.1,19
5,Jun19,TK,F_merguiensis,2,16.5,27
5,Jun19,TK,F_merguiensis,2,15.8,25
5,Jun19,TK,F_merguiensis,2,16.4,26
5,Jun19,TK,F_merguiensis,2,15.9,22
5,Jun19,TK,F_merguiensis,2,14.8,22
5,Jun19,TK,F_merguiensis,2,15.8,24
5,Jun19,TK,F_merguiensis,1,15,23
5,Jun19,TK,F_merguiensis,1,14.5,20
5,Jun19,TK,F_merguiensis,1,16,25
5,Jun19,TK,F_merguiensis,1,15,21
5,Jun19,TK,F_merguiensis,1,15.1,21
5,Jun19,TK,F_merguiensis,1,15.5,23
5,Jun19,TK,F_merguiensis,1,15,18
5,Jun19,TK,P_monodon,2,21,62
5,Jun19,TK,M_affinis,2,13.5,18
5,Jun19,TK,M_affinis,2,13.3,18
5,Jun19,TK,M_affinis,2,11.5,12
5,Jun19,TK,M_affinis,2,12.6,14
5,Jun19,TK,M_affinis,2,14.6,24
5,Jun19,TK,M_affinis,2,13,17
5,Jun19,TK,M_affinis,2,15.4,29
5,Jun19,TK,M_affinis,2,10.5,10
5,Jun19,TK,M_affinis,2,14,21
5,Jun19,TK,M_affinis,2,13.9,20
5,Jun19,TK,M_affinis,2,13.1,18
5,Jun19,TK,M_affinis,2,13.1,18
5,Jun19,TK,M_affinis,2,14.8,27
5,Jun19,TK,M_affinis,2,11.2,11
5,Jun19,TK,M_affinis,2,13.6,22
5,Jun19,TK,M_affinis,2,12.5,13
5,Jun19,TK,M_affinis,2,13.6,21
5,Jun19,TK,M_affinis,2,13,16
5,Jun19,TK,M_affinis,1,13.1,16
5,Jun19,TK,M_affinis,1,11.2,10
5,Jun19,TK,M_affinis,1,13.6,19
5,Jun19,TK,M_affinis,1,12.7,13
5,Jun19,TK,M_affinis,1,13.5,16
5,Jun19,TK,M_affinis,1,10.7,10
5,Jun19,TK,M_nepa,1,16.4,44
5,Jun19,TK,M_nepa,2,18.5,71
5,Jun19,TK,M_nepa,1,17,41
5,Jun19,TK,M_nepa,1,13.2,19
5,Jun19,TK,M_nepa,1,14,29
5,Jun19,TK,M_affinis,1,11,11
5,Jun19,TK,M_affinis,1,10.4,12
5,Jun19,TK,M_nepa,2,16.5,41
5,Jun19,TK,M_nepa,1,16.3,39
5,Jun19,TK,M_nepa,1,15,39
5,Jun19,TK,M_nepa,1,14,26
5,Jun19,TK,M_nepa,2,14.4,35
5,Jun19,TK,M_nepa,2,13.5,26
5,Jun19,TK,M_nepa,2,14.4,35
5,Jun19,TK,M_nepa,1,13.3,30
5,Jun19,TK,M_nepa,1,11.8,21
5,Jun19,TK,M_nepa,1,13,23
5,Jun19,TK,M_nepa,1,13.6,25
5,Jun19,TK,M_nepa,1,13,26
5,Jun19,TK,M_nepa,1,15.3,39
5,Jun19,TK,M_nepa,1,14.2,33
5,Jun19,TK,M_nepa,1,12,20
5,Jun19,TK,P_pelagicus,1,11,91
5,Jun19,TK,P_pelagicus,1,12,106
5,Jun19,TK,P_pelagicus,1,9.5,54
5,Jun19,TK,P_pelagicus,2,8,33
5,Jun19,TK,P_pelagicus,2,11.2,88
5,Jun19,TK,L_equulus,1,8.3,8
5,Jun19,TK,M_cordyla,1,15.5,36
5,Jun19,TK,M_cordyla,0,14.7,28
5,Jun19,TK,R_brachysoma,2,16,55
5,Jun19,TK,L_equulus,1,7.4,8
5,Jun19,TK,L_equulus,1,7.8,12
5,Jun19,TK,P_anea,1,11.5,18
5,Jun19,TK,F_merguiensis,2,19.5,52
5,Jun19,TK,R_kanagurta,0,16.3,44
5,Jun19,KK,F_merguiensis,2,13.1,34
5,Jun19,KK,F_merguiensis,2,17.3,34
5,Jun19,KK,F_merguiensis,2,19.5,52
5,Jun19,KK,F_merguiensis,1,14.8,20
5,Jun19,KK,F_merguiensis,1,16,28
5,Jun19,KK,F_merguiensis,1,15,21
5,Jun19,KK,F_merguiensis,1,14.9,21
5,Jun19,KK,F_merguiensis,1,14.8,19
5,Jun19,KK,F_merguiensis,1,14.5,19
5,Jun19,KK,F_merguiensis,1,1.5,22
5,Jun19,KK,F_merguiensis,1,15.6,25
5,Jun19,KK,F_merguiensis,2,17,36
5,Jun19,KK,F_merguiensis,2,16.4,30
5,Jun19,KK,F_merguiensis,2,17,32
5,Jun19,KK,F_merguiensis,2,15.9,24
5,Jun19,KK,F_merguiensis,2,14,17
5,Jun19,KK,F_merguiensis,2,15.6,24
5,Jun19,KK,F_merguiensis,2,16.4,29
5,Jun19,KK,F_merguiensis,2,16.8,29
5,Jun19,KK,F_merguiensis,2,15.1,22
5,Jun19,KK,F_merguiensis,2,15,20
5,Jun19,KK,F_merguiensis,2,18.5,40
5,Jun19,KK,F_merguiensis,2,16.2,25
5,Jun19,KK,F_merguiensis,2,15.7,25
5,Jun19,KK,F_merguiensis,2,15.4,22
5,Jun19,KK,F_merguiensis,2,16.6,28
5,Jun19,KK,F_merguiensis,2,13.9,18
5,Jun19,KK,F_merguiensis,2,18,39
5,Jun19,KK,F_merguiensis,2,17,34
5,Jun19,KK,F_merguiensis,2,13.6,15
5,Jun19,KK,F_merguiensis,2,16.6,33
5,Jun19,KK,F_merguiensis,2,15.5,23
5,Jun19,KK,F_merguiensis,2,15.7,24
5,Jun19,KK,F_merguiensis,2,16.5,32
5,Jun19,KK,S_serrata,1,13.3,69
6,Aug19,MN,C_cruciata,2,8.36,100
6,Aug19,MN,C_cruciata,2,7.734,73
6,Aug19,MN,C_cruciata,1,9.939,153
6,Aug19,MN,P_sanguinolentus,1,9.144,49
6,Aug19,MN,P_sanguinolentus,1,11.135,45
6,Aug19,MN,P_sanguinolentus,1,10.033,51
6,Aug19,MN,P_sanguinolentus,1,12.325,125
6,Aug19,MN,P_sanguinolentus,1,15.068,69
6,Aug19,MN,P_sanguinolentus,1,9.779,45
6,Aug19,MN,P_sanguinolentus,1,10.554,72
6,Aug19,MN,P_sanguinolentus,2,9.873,48
6,Aug19,MN,P_sanguinolentus,1,10.771,73
6,Aug19,MN,P_sanguinolentus,1,10.458,69
6,Aug19,MN,P_sanguinolentus,1,10.298,93
6,Aug19,MN,P_sanguinolentus,1,10.908,71
6,Aug19,MN,P_sanguinolentus,1,10.586,79
6,Aug19,MN,P_pelagicus,1,13.776,218
6,Aug19,MN,P_pelagicus,1,14.069,219
6,Aug19,MN,P_pelagicus,1,13.445,184
6,Aug19,MN,P_pelagicus,1,14.643,273
6,Aug19,MN,P_pelagicus,1,13.108,168
6,Aug19,MN,P_pelagicus,1,14.4,117
6,Aug19,MN,P_pelagicus,1,11.115,110
6,Aug19,MN,P_pelagicus,1,11.974,129
6,Aug19,MN,P_pelagicus,1,13.348,159
6,Aug19,MN,P_pelagicus,1,11.474,125
6,Aug19,MN,P_pelagicus,1,12.647,157
6,Aug19,MN,P_pelagicus,1,11.959,141
6,Aug19,MN,P_pelagicus,1,10.266,69
6,Aug19,MN,P_pelagicus,1,10.391,67
6,Aug19,MN,P_pelagicus,1,10.448,79
6,Aug19,MN,P_pelagicus,1,9.762,57
6,Aug19,MN,P_pelagicus,2,10.991,81
6,Aug19,MN,P_pelagicus,1,9.705,53
6,Aug19,MN,P_pelagicus,1,9.772,70
6,Aug19,MR,F_merguiensis,1,13.6,17
6,Aug19,MR,F_merguiensis,2,16.3,28
6,Aug19,MR,F_merguiensis,2,15.3,22
6,Aug19,MR,F_merguiensis,1,14.9,20
6,Aug19,MR,F_merguiensis,1,14.5,18
6,Aug19,MR,F_merguiensis,1,15.1,21
6,Aug19,MR,F_merguiensis,2,15.5,27
6,Aug19,MR,F_merguiensis,2,16,31
6,Aug19,MR,F_merguiensis,1,15.7,24
6,Aug19,MR,F_merguiensis,2,16.7,31
6,Aug19,MR,F_merguiensis,2,15.1,22
6,Aug19,MR,F_merguiensis,1,15.8,26
6,Aug19,MR,F_merguiensis,2,15.9,26
6,Aug19,MR,F_merguiensis,2,16,33
6,Aug19,MR,F_merguiensis,1,15.7,21
6,Aug19,MR,F_merguiensis,2,15.5,27
6,Aug19,MR,F_merguiensis,1,15.5,27
6,Aug19,MR,F_merguiensis,2,14,19
6,Aug19,MR,F_merguiensis,2,16.6,37
6,Aug19,MR,F_merguiensis,1,15,24
6,Aug19,MR,F_merguiensis,1,14.4,17
6,Aug19,MR,F_merguiensis,2,15.1,25
6,Aug19,MR,F_merguiensis,2,16.5,31
6,Aug19,MR,F_merguiensis,1,13.7,15
6,Aug19,MR,F_merguiensis,2,16,28
6,Aug19,MR,F_merguiensis,2,16,27
6,Aug19,MR,F_merguiensis,2,14.4,20
6,Aug19,MR,F_merguiensis,1,15,26
6,Aug19,MR,F_merguiensis,1,15.7,25
6,Aug19,MR,F_merguiensis,2,16.3,30
6,Aug19,MR,F_merguiensis,2,15.5,24
6,Aug19,MR,F_merguiensis,1,15.4,22
6,Aug19,MR,F_merguiensis,1,15,22
6,Aug19,MR,F_merguiensis,2,16.2,26
6,Aug19,MR,F_merguiensis,1,16.4,25
6,Aug19,MR,F_merguiensis,1,14.6,35
6,Aug19,MR,F_merguiensis,2,16.3,32
6,Aug19,MR,F_merguiensis,2,16.5,32
6,Aug19,MR,F_merguiensis,2,15.7,28
6,Aug19,MR,F_merguiensis,2,16.9,33
6,Aug19,MR,F_merguiensis,2,14.4,26
6,Aug19,MR,F_merguiensis,1,13.4,14
6,Aug19,MR,M_affinis,2,11.2,19
6,Aug19,MR,M_affinis,2,11.2,16
6,Aug19,MR,M_affinis,2,11.6,18
6,Aug19,MR,M_affinis,2,12.1,19
6,Aug19,MR,M_affinis,2,11.5,17
6,Aug19,MR,M_affinis,2,10.1,13
6,Aug19,MR,M_affinis,1,11,13
6,Aug19,MR,M_affinis,2,10.9,14
6,Aug19,MR,M_affinis,2,8.5,8
6,Aug19,MR,M_affinis,2,12.6,16
6,Aug19,MR,M_affinis,2,12,17
6,Aug19,MR,M_affinis,1,11.2,12
6,Aug19,MR,M_affinis,2,12.2,17
6,Aug19,MR,M_affinis,2,12,17
6,Aug19,MR,M_affinis,2,12,16
6,Aug19,MR,M_affinis,1,11,11
6,Aug19,MR,M_affinis,2,12.2,16
6,Aug19,MR,M_affinis,2,12.5,17
6,Aug19,MR,M_affinis,1,11.5,14
6,Aug19,MR,M_affinis,1,11.1,13
6,Aug19,MR,M_affinis,2,12.3,17
6,Aug19,MR,M_affinis,2,12,16
6,Aug19,MR,M_affinis,1,11.3,14
6,Aug19,MR,M_affinis,1,10.8,15
6,Aug19,MR,M_affinis,2,12.6,20
6,Aug19,MR,M_affinis,2,12.6,18
6,Aug19,MR,M_affinis,1,13.6,21
6,Aug19,MR,M_affinis,2,13.5,17
6,Aug19,MR,M_affinis,1,12.2,16
6,Aug19,MR,M_affinis,2,10.1,9
6,Aug19,MR,M_affinis,1,10.9,13
6,Aug19,MR,M_affinis,2,11.5,14
6,Aug19,MR,M_affinis,2,12.5,20
6,Aug19,MR,M_affinis,2,9.7,10
6,Aug19,MR,M_affinis,1,11.4,14
6,Aug19,MR,M_affinis,1,11.2,13
6,Aug19,MR,M_affinis,1,12.6,16
6,Aug19,MR,M_affinis,2,12,14
6,Aug19,MR,M_affinis,2,12.6,16
6,Aug19,MR,M_affinis,1,10.6,10
6,Aug19,MR,M_affinis,2,12.2,11
6,Aug19,MR,M_affinis,2,12.6,15
6,Aug19,MR,M_affinis,1,10,7
6,Aug19,MR,M_affinis,2,12.9,15
6,Aug19,MR,M_affinis,1,12.4,13
6,Aug19,MR,M_affinis,2,12.1,17
6,Aug19,MR,M_affinis,2,12.3,14
6,Aug19,MR,M_affinis,2,12.2,15
6,Aug19,MR,M_affinis,1,11.4,9
6,Aug19,MR,M_affinis,2,13.2,16
6,Aug19,MR,M_affinis,2,12,14
6,Aug19,MR,M_affinis,2,11.9,13
6,Aug19,MR,M_affinis,1,11.6,12
6,Aug19,MR,M_affinis,2,12.3,14
6,Aug19,MR,M_affinis,1,11.5,11
6,Aug19,MR,M_affinis,1,11.2,10
6,Aug19,MR,M_affinis,2,11.5,8
6,Aug19,MR,M_affinis,1,8.9,6
6,Aug19,MR,M_affinis,1,11.2,10
6,Aug19,MR,M_affinis,2,9.5,7
6,Aug19,MR,M_affinis,2,13,17
6,Aug19,MR,M_affinis,1,11.4,10
6,Aug19,MR,M_affinis,2,11.4,12
6,Aug19,MR,M_affinis,2,12.4,13
6,Aug19,MR,M_affinis,2,11,16
6,Aug19,MR,M_affinis,2,12.3,12
6,Aug19,MR,M_affinis,1,11.4,11
6,Aug19,MR,M_affinis,2,12,13
6,Aug19,MR,M_affinis,2,12.2,12
6,Aug19,MR,M_affinis,1,11.9,11
6,Aug19,MR,M_affinis,2,11.3,10
6,Aug19,MR,M_affinis,2,12.7,16
6,Aug19,MR,M_affinis,2,12.7,16
6,Aug19,MR,M_affinis,2,10.6,9
6,Aug19,MR,M_affinis,2,12.2,15
6,Aug19,MR,M_affinis,2,11.9,13
6,Aug19,MR,M_affinis,2,12.5,14
6,Aug19,MR,M_affinis,2,12.4,13
6,Aug19,MR,M_affinis,2,12,12
6,Aug19,MR,M_affinis,1,10.9,9
6,Aug19,MR,M_affinis,2,11.1,12
6,Aug19,MR,M_affinis,2,9.7,7
6,Aug19,MR,M_affinis,2,11.2,12
6,Aug19,MR,M_affinis,2,11.6,12
6,Aug19,MR,M_affinis,2,11.1,11
6,Aug19,TK,F_merguiensis,2,16.7,28
6,Aug19,TK,F_merguiensis,2,14.5,20
6,Aug19,TK,F_merguiensis,2,15.8,22
6,Aug19,TK,F_merguiensis,2,15.2,21
6,Aug19,TK,F_merguiensis,1,16,25
6,Aug19,TK,F_merguiensis,1,14,17
6,Aug19,TK,F_merguiensis,2,16.7,32
6,Aug19,TK,F_merguiensis,2,15.9,28
6,Aug19,TK,F_merguiensis,2,14.8,20
6,Aug19,TK,F_merguiensis,2,17,31
6,Aug19,TK,F_merguiensis,2,16.9,29
6,Aug19,TK,F_merguiensis,1,15.6,23
6,Aug19,TK,F_merguiensis,2,15,20
6,Aug19,TK,F_merguiensis,1,15.3,23
6,Aug19,TK,F_merguiensis,2,17.5,36
6,Aug19,TK,F_merguiensis,1,14.5,22
6,Aug19,TK,F_merguiensis,1,15,22
6,Aug19,TK,F_merguiensis,1,13.2,13
6,Aug19,TK,F_merguiensis,2,15.8,24
6,Aug19,TK,F_merguiensis,2,16.3,25
6,Aug19,TK,F_merguiensis,1,15.5,23
6,Aug19,TK,F_merguiensis,1,13.5,13
6,Aug19,TK,F_merguiensis,2,17.1,32
6,Aug19,TK,F_merguiensis,2,16.8,29
6,Aug19,TK,F_merguiensis,2,17.5,35
6,Aug19,TK,F_merguiensis,2,16.5,31
6,Aug19,TK,F_merguiensis,1,15.4,25
6,Aug19,TK,F_merguiensis,2,14,17
6,Aug19,TK,F_merguiensis,2,17.8,32
6,Aug19,TK,F_merguiensis,1,16.3,26
6,Aug19,TK,F_merguiensis,2,16.2,26
6,Aug19,TK,F_merguiensis,2,15.9,23
6,Aug19,TK,F_merguiensis,2,16.5,28
6,Aug19,TK,F_merguiensis,2,18.2,39
6,Aug19,TK,F_merguiensis,2,14.5,19
6,Aug19,TK,F_merguiensis,2,15,22
6,Aug19,TK,F_merguiensis,2,14.3,19
6,Aug19,TK,F_merguiensis,1,13.5,16
6,Aug19,TK,F_merguiensis,2,15.9,25
6,Aug19,TK,F_merguiensis,1,14.3,16
6,Aug19,TK,F_merguiensis,2,14.1,19
6,Aug19,TK,F_merguiensis,2,15.8,26
6,Aug19,TK,F_merguiensis,2,16.9,30
6,Aug19,TK,F_merguiensis,2,18.9,43
6,Aug19,TK,F_merguiensis,2,15.5,24
6,Aug19,TK,F_merguiensis,1,15.8,27
6,Aug19,TK,F_merguiensis,1,15,20
6,Aug19,TK,F_merguiensis,2,17.8,38
6,Aug19,TK,F_merguiensis,2,15.3,20
6,Aug19,TK,F_merguiensis,2,15.5,23
6,Aug19,TK,F_merguiensis,2,14,16
6,Aug19,TK,F_merguiensis,1,15.3,23
6,Aug19,TK,F_merguiensis,2,13.7,16
6,Aug19,TK,F_merguiensis,2,15,23
6,Aug19,TK,F_merguiensis,1,13.6,17
6,Aug19,TK,F_merguiensis,1,15.2,23
6,Aug19,TK,F_merguiensis,1,14.3,17
6,Aug19,TK,F_merguiensis,1,15.4,22
6,Aug19,TK,F_merguiensis,1,15.2,23
6,Aug19,TK,F_merguiensis,2,16.2,28
6,Aug19,TK,F_merguiensis,2,20.3,61
6,Aug19,TK,F_merguiensis,2,17.5,34
6,Aug19,TK,F_merguiensis,2,16.5,27
6,Aug19,TK,F_merguiensis,2,14,18
6,Aug19,TK,F_merguiensis,1,15.2,22
6,Aug19,TK,F_merguiensis,1,15.2,22
6,Aug19,TK,F_merguiensis,2,15.4,25
6,Aug19,TK,F_merguiensis,2,10.7,32
6,Aug19,TK,F_merguiensis,2,16.5,30
6,Aug19,TK,F_merguiensis,2,15,24
6,Aug19,TK,F_merguiensis,2,16.5,30
6,Aug19,TK,F_merguiensis,2,16.3,29
6,Aug19,TK,F_merguiensis,2,16.2,30
6,Aug19,TK,F_merguiensis,1,16,25
6,Aug19,TK,F_merguiensis,2,17.5,23
6,Aug19,TK,F_merguiensis,2,14.6,21
6,Aug19,TK,F_merguiensis,1,15.4,22
6,Aug19,TK,F_merguiensis,1,14.9,22
6,Aug19,TK,F_merguiensis,1,14.9,22
6,Aug19,TK,F_merguiensis,2,16.6,30
6,Aug19,TK,F_merguiensis,1,15.6,24
6,Aug19,TK,F_merguiensis,1,15.1,23
6,Aug19,TK,F_merguiensis,2,16,27
6,Aug19,TK,F_merguiensis,1,14.6,19
6,Aug19,TK,F_merguiensis,2,16.6,28
6,Aug19,TK,F_merguiensis,2,15.5,25
6,Aug19,TK,F_merguiensis,2,15.6,25
6,Aug19,TK,F_merguiensis,2,17,35
6,Aug19,TK,F_merguiensis,2,16.1,25
6,Aug19,TK,F_merguiensis,1,15.5,24
6,Aug19,TK,F_merguiensis,2,14.9,22
6,Aug19,TK,F_merguiensis,1,14.6,19
6,Aug19,TK,F_merguiensis,2,17,35
6,Aug19,TK,F_merguiensis,2,15.6,26
6,Aug19,TK,F_merguiensis,1,16.5,29
6,Aug19,TK,F_merguiensis,2,17,37
6,Aug19,TK,F_merguiensis,1,15.9,28
6,Aug19,TK,F_merguiensis,1,14.6,19
6,Aug19,TK,F_merguiensis,1,15,23
6,Aug19,TK,F_merguiensis,2,15.2,26
6,Aug19,TK,F_merguiensis,1,14,17
6,Aug19,TK,F_merguiensis,2,17.4,37
6,Aug19,TK,F_merguiensis,2,16.6,31
6,Aug19,TK,F_merguiensis,2,15.4,18
6,Aug19,TK,F_merguiensis,2,16.5,32
6,Aug19,TK,F_merguiensis,1,14.9,22
6,Aug19,TK,F_merguiensis,1,15.2,22
6,Aug19,TK,F_merguiensis,2,17.3,38
6,Aug19,TK,M_affinis,1,10,8
6,Aug19,TK,M_affinis,1,9.8,6
6,Aug19,TK,M_affinis,1,11,10
6,Aug19,TK,M_affinis,1,16.2,13
6,Aug19,TK,M_affinis,1,11,10
6,Aug19,TK,M_affinis,2,13.5,19
6,Aug19,TK,M_affinis,2,12,14
6,Aug19,TK,M_affinis,1,11,9
6,Aug19,TK,M_affinis,2,12.2,14
6,Aug19,TK,M_affinis,1,11.1,10
6,Aug19,TK,M_affinis,2,12.7,17
6,Aug19,TK,M_affinis,2,12.3,16
6,Aug19,TK,M_affinis,1,10.5,9
6,Aug19,TK,M_affinis,1,10.5,9
6,Aug19,TK,M_affinis,2,12,14
6,Aug19,TK,M_affinis,2,12.5,8
6,Aug19,TK,M_affinis,1,11.1,10
6,Aug19,TK,M_affinis,2,11.5,12
6,Aug19,TK,M_affinis,1,11.2,10
6,Aug19,TK,M_affinis,2,12.2,17
6,Aug19,TK,M_affinis,2,12.3,16
6,Aug19,TK,P_anea,2,21,99
6,Aug19,TK,P_anea,2,19.6,75
6,Aug19,TK,P_anea,1,19.2,70
6,Aug19,TK,P_anea,1,18.8,65
6,Aug19,TK,P_anea,1,21,84
6,Aug19,TK,P_anea,1,13.8,25
6,Aug19,TK,P_anea,1,19.6,76
6,Aug19,TK,T_hamiltonii,1,21.6,80
6,Aug19,TK,P_anea,1,15.3,35
6,Aug19,TK,P_anea,1,14.1,25
6,Aug19,TK,P_anea,1,16.5,49
6,Aug19,TK,P_anea,2,14.5,29
6,Aug19,TK,P_anea,2,13.5,22
6,Aug19,TK,P_anea,1,17,46
6,Aug19,TK,R_brachysoma,2,20,91
6,Aug19,TK,R_brachysoma,1,20.2,95
6,Aug19,KK,P_pelagicus,2,10.579,87
6,Aug19,KK,P_pelagicus,2,10.334,73
6,Aug19,KK,P_pelagicus,1,11.087,99
6,Aug19,KK,P_pelagicus,1,11.947,114
6,Aug19,KK,P_pelagicus,2,11.228,108
6,Aug19,KK,P_pelagicus,1,11.22,95
6,Aug19,KK,P_pelagicus,1,10.559,81
6,Aug19,KK,P_pelagicus,1,10.434,73
6,Aug19,KK,P_pelagicus,2,10.79,75
6,Aug19,KK,P_pelagicus,1,10.149,69
6,Aug19,KK,P_pelagicus,1,10.585,88
6,Aug19,KK,P_pelagicus,2,12.065,120
6,Aug19,KK,P_pelagicus,1,11.808,119
6,Aug19,KK,P_pelagicus,1,10.387,78
6,Aug19,KK,P_pelagicus,2,11.662,120
6,Aug19,KK,P_pelagicus,2,12.01,126
6,Aug19,KK,P_pelagicus,2,11.307,101
6,Aug19,KK,P_pelagicus,2,11.564,103
6,Aug19,KK,P_pelagicus,1,10.601,72
6,Aug19,KK,P_pelagicus,2,11.084,97
6,Aug19,KK,P_pelagicus,2,10.97,86
6,Aug19,KK,P_pelagicus,1,11.4,70
6,Aug19,KK,P_sanguinolentus,2,11.387,63
6,Aug19,KK,P_sanguinolentus,1,9.885,46
6,Aug19,KK,P_sanguinolentus,1,10.94,55
6,Aug19,KK,P_sanguinolentus,1,10.922,48
6,Aug19,KK,P_sanguinolentus,1,10.539,57
6,Aug19,KK,P_sanguinolentus,2,9.57,49
6,Aug19,KK,P_sanguinolentus,2,11.294,78
6,Aug19,KK,P_sanguinolentus,1,11.059,64
6,Aug19,KK,P_sanguinolentus,1,10.902,80
6,Aug19,KK,P_sanguinolentus,1,10.9,79
6,Aug19,KK,C_cruciata,1,10.809,149
6,Aug19,KK,M_nepa,1,16.2,41
6,Aug19,KK,M_nepa,1,14.2,30
6,Aug19,KK,M_nepa,1,16.1,40
6,Aug19,KK,M_nepa,1,14.1,28
6,Aug19,KK,M_nepa,2,15.8,39
6,Aug19,KK,M_nepa,2,16.6,46
6,Aug19,KK,M_nepa,1,13.8,26
6,Aug19,KK,M_nepa,1,14,29
