Month,Line,Bath,Day,N,Sp,Wt,Wd,Lg,Sex,Berried
Apr,4,1,3,19,BSC,10,3.8,2.5,F,N
Apr,5,1,2,11,BSC,10,5.4,2.5,F,N
Apr,5,2,3,9,BSC,15,5.9,3,F,N
Apr,2,1,3,19,BSC,15,6.3,3,F,N
Apr,5,1,1,10,BSC,15,6.2,3.2,F,N
Apr,4,1,1,11,BSC,20,6.5,2.9,F,N
Apr,4,1,1,2,BSC,20,6.3,3,F,N
Apr,4,2,2,16,BSC,20,6.6,3,F,N
Apr,4,2,2,11,BSC,20,6.1,3.1,F,N
Apr,5,1,1,7,BSC,20,6.2,3.1,F,N
Apr,3,1,2,18,BSC,20,6.3,3.1,F,N
Apr,5,2,2,11,BSC,20,6,3.2,F,N
Apr,1,2,2,14,BSC,20,6.7,3.2,F,N
Apr,4,1,1,13,BSC,20,6.7,3.2,F,N
Apr,3,1,3,6,BSC,20,8.9,4.5,F,N
Apr,5,2,1,16,BSC,25,7.2,3,F,N
Apr,3,1,2,18,BSC,25,6.5,3.2,F,N
Apr,2,2,1,15,BSC,25,6.7,3.2,F,N
Apr,4,1,2,8,BSC,25,6.8,3.3,F,N
Apr,2,1,2,20,BSC,25,6.6,3.4,F,N
Apr,3,1,1,8,BSC,25,6.7,3.4,F,N
Apr,5,1,2,4,BSC,25,7,3.4,F,N
Apr,4,2,2,5,BSC,25,7.1,3.5,F,N
Apr,3,2,3,15,BSC,25,7.5,4,F,N
Apr,2,1,3,12,BSC,30,6.1,3,F,N
Apr,1,1,2,6,BSC,30,6.1,3.2,F,N
Apr,4,2,3,20,BSC,30,6.7,3.4,F,N
Apr,5,1,3,18,BSC,30,7.2,3.4,F,N
Apr,2,2,1,18,BSC,30,6.7,3.6,F,N
Apr,5,1,3,9,BSC,30,7,3.6,F,N
Apr,5,1,2,2,BSC,30,7.4,3.6,F,N
Apr,3,1,1,19,BSC,30,7.3,3.7,F,N
Apr,1,1,1,16,BSC,30,7.4,3.7,F,N
Apr,5,1,1,6,BSC,30,7.8,3.7,F,N
Apr,3,2,1,10,BSC,30,8.7,3.9,F,N
Apr,2,1,2,18,BSC,30,6.4,4.1,F,N
Apr,3,1,2,10,BSC,35,5.2,2.5,F,N
Apr,3,1,3,14,BSC,35,7.1,3.1,F,N
Apr,5,1,1,4,BSC,35,6.9,3.5,F,N
Apr,4,2,1,15,BSC,35,7.7,3.6,F,N
Apr,3,2,1,19,BSC,35,7.9,3.6,F,N
Apr,5,1,1,5,BSC,35,9.1,4.2,F,N
Apr,5,1,1,4,BSC,40,7.7,3,F,N
Apr,5,1,1,17,BSC,40,7.1,3.3,F,N
Apr,4,1,1,16,BSC,40,8.4,3.6,F,N
Apr,4,1,2,5,BSC,40,7.4,3.7,F,N
Apr,4,1,3,4,BSC,40,7.4,3.7,F,N
Apr,5,1,3,9,BSC,40,7.4,3.7,F,N
Apr,5,2,2,6,BSC,40,8.1,3.7,F,N
Apr,5,2,3,9,BSC,40,7.6,3.8,F,N
Apr,3,2,1,10,BSC,40,8.2,3.8,F,N
Apr,4,1,1,1,BSC,40,8.2,3.8,F,N
Apr,1,2,1,14,BSC,40,7.8,3.9,F,N
Apr,5,2,1,9,BSC,40,7.8,3.9,F,N
Apr,2,1,2,15,BSC,40,7.9,3.9,F,N
Apr,5,2,2,9,BSC,40,8.2,3.9,F,N
Apr,5,2,1,9,BSC,40,7.7,4,F,N
Apr,3,1,1,17,BSC,40,7.8,4,F,N
Apr,4,2,2,9,BSC,40,8.1,4,F,N
Apr,2,1,2,17,BSC,45,6.4,2.8,F,N
Apr,4,2,1,1,BSC,45,8,3.6,F,N
Apr,4,2,1,6,BSC,45,7.7,3.7,F,N
Apr,4,1,2,5,BSC,45,8.2,3.7,F,N
Apr,1,1,2,17,BSC,45,8.4,3.7,F,N
Apr,2,1,3,12,BSC,45,7.4,3.8,F,N
Apr,3,1,2,12,BSC,45,7.8,3.9,F,N
Apr,4,1,2,4,BSC,45,7.8,3.9,F,N
Apr,4,1,2,5,BSC,45,7.9,3.9,F,N
Apr,4,1,2,14,BSC,45,8.2,3.9,F,N
Apr,4,2,3,9,BSC,45,7.8,4,F,N
Apr,5,1,1,13,BSC,45,8,4,F,N
Apr,2,2,3,18,BSC,45,8.3,4,F,N
Apr,2,1,1,12,BSC,45,8.4,4.1,F,N
Apr,4,2,2,6,BSC,45,8.4,4.1,F,N
Apr,1,1,1,20,BSC,45,8,4.2,F,N
Apr,5,1,1,10,BSC,45,8.3,4.2,F,N
Apr,1,1,1,16,BSC,45,8.5,4.4,F,N
Apr,4,1,2,1,BSC,45,8.2,4.5,F,N
Apr,4,1,3,3,BSC,50,7.8,3.7,F,N
Apr,4,2,1,4,BSC,50,8.4,3.8,F,N
Apr,5,1,3,3,BSC,50,7.9,3.9,F,N
Apr,3,1,2,19,BSC,50,8,3.9,F,N
Apr,5,2,2,11,BSC,50,7.8,4,F,N
Apr,2,1,2,19,BSC,50,8.1,4,F,N
Apr,1,2,2,15,BSC,50,8.8,4,F,N
Apr,2,1,3,7,BSC,50,8,4.1,F,N
Apr,5,1,3,4,BSC,50,8.5,4.1,F,N
Apr,4,2,2,19,BSC,50,8.7,4.1,F,N
Apr,2,2,2,5,BSC,50,8.8,4.1,F,N
Apr,1,2,1,13,BSC,50,8.9,4.1,F,N
Apr,2,1,2,16,BSC,50,7.7,4.2,F,N
Apr,2,2,2,12,BSC,50,8.4,4.2,F,N
Apr,4,1,2,4,BSC,50,8.4,4.2,F,N
Apr,5,1,1,10,BSC,50,8.4,4.2,F,N
Apr,3,1,3,6,BSC,50,8.6,4.2,F,N
Apr,4,1,1,3,BSC,50,8.8,4.2,F,N
Apr,5,1,3,6,BSC,50,8.9,4.2,F,N
Apr,3,1,1,18,BSC,50,9,4.2,F,N
Apr,1,1,1,18,BSC,50,8.2,4.3,F,N
Apr,1,2,2,14,BSC,50,8.6,4.3,F,N
Apr,4,1,2,6,BSC,50,8.6,4.3,F,N
Apr,2,1,1,10,BSC,50,8.9,4.3,F,N
Apr,3,1,1,19,BSC,50,8.9,4.3,F,N
Apr,4,1,1,2,BSC,50,8.9,4.3,F,N
Apr,4,1,1,7,BSC,50,8.9,4.3,F,N
Apr,2,1,1,7,BSC,50,9.2,4.3,F,N
Apr,3,2,1,7,BSC,50,9.2,4.3,F,N
Apr,5,2,2,5,BSC,50,8.4,4.4,F,N
Apr,1,1,1,13,BSC,50,8.6,4.4,F,N
Apr,3,1,2,8,BSC,50,8.6,4.4,F,N
Apr,2,2,1,9,BSC,50,8.7,4.4,F,N
Apr,3,1,2,9,BSC,50,8.7,4.4,F,N
Apr,3,1,3,6,BSC,50,8.7,4.4,F,N
Apr,4,2,2,3,BSC,50,8.7,4.4,F,N
Apr,2,2,1,17,BSC,50,8.8,4.4,F,N
Apr,1,1,2,17,BSC,50,8.9,4.4,F,N
Apr,2,1,2,13,BSC,50,9.1,4.4,F,N
Apr,2,1,1,7,BSC,50,9.2,4.4,F,N
Apr,2,1,1,10,BSC,50,9.3,4.4,F,N
Apr,1,1,1,15,BSC,50,9.4,4.4,F,N
Apr,5,1,2,5,BSC,50,9.4,4.4,F,N
Apr,2,2,2,11,BSC,50,9.8,4.4,F,N
Apr,3,1,1,5,BSC,50,9.3,4.5,F,N
Apr,1,1,1,13,BSC,50,9.8,4.5,F,N
Apr,2,2,2,2,BSC,50,5.6,4.6,F,N
Apr,2,1,1,17,BSC,50,9.5,4.6,F,N
Apr,3,2,2,4,BSC,50,9.6,4.6,F,N
Apr,2,1,3,14,BSC,55,8.2,3.6,F,N
Apr,2,2,1,11,BSC,55,8.7,4.1,F,N
Apr,2,1,2,14,BSC,55,8.6,4.2,F,N
Apr,4,1,2,7,BSC,55,8.9,4.2,F,N
Apr,5,1,1,12,BSC,55,9.2,4.2,F,N
Apr,3,1,3,5,BSC,55,8.9,4.3,F,N
Apr,4,2,3,5,BSC,55,8.6,4.4,F,N
Apr,2,1,3,11,BSC,55,9.2,4.4,F,N
Apr,3,2,2,2,BSC,55,9.3,4.4,F,N
Apr,3,2,1,17,BSC,55,9.6,4.4,F,N
Apr,5,1,3,4,BSC,55,9.1,4.6,F,N
Apr,1,1,3,16,BSC,55,8.7,5.5,F,N
Apr,3,1,1,13,BSC,55,8.9,5.5,F,N
Apr,2,2,1,11,BSC,60,8.4,3.9,F,N
Apr,1,1,3,16,BSC,60,9.5,4.1,F,N
Apr,4,2,2,4,BSC,60,5.2,4.2,F,N
Apr,2,2,1,4,BSC,60,9,4.3,F,N
Apr,4,1,3,3,BSC,60,9.2,4.3,F,N
Apr,5,1,2,7,BSC,60,9.2,4.3,F,N
Apr,5,1,3,4,BSC,60,9.2,4.3,F,N
Apr,5,1,1,8,BSC,60,9.3,4.3,F,N
Apr,3,2,3,6,BSC,60,8.4,4.4,F,N
Apr,2,1,3,10,BSC,60,9.1,4.4,F,N
Apr,3,1,3,16,BSC,60,9.3,4.4,F,N
Apr,5,1,2,11,BSC,60,9.7,4.4,F,N
Apr,3,1,3,5,BSC,60,8.9,4.5,F,N
Apr,4,1,2,3,BSC,60,9,4.5,F,N
Apr,1,2,2,12,BSC,60,9.2,4.5,F,N
Apr,5,1,3,6,BSC,60,9.4,4.5,F,N
Apr,2,2,2,15,BSC,60,9.8,4.5,F,N
Apr,5,1,3,10,BSC,60,9,4.6,F,N
Apr,2,2,3,4,BSC,60,9.2,4.6,F,N
Apr,5,2,1,5,BSC,60,9.2,4.6,F,N
Apr,4,1,1,5,BSC,60,9.4,4.6,F,N
Apr,2,2,1,18,BSC,60,9.5,4.6,F,N
Apr,5,1,2,7,BSC,60,9.2,4.7,F,N
Apr,3,2,2,16,BSC,60,5.2,4.8,F,N
Apr,1,1,2,20,BSC,60,9.6,4.8,F,N
Apr,1,1,2,14,BSC,65,9.1,4.4,F,N
Apr,4,1,2,9,BSC,65,9.1,4.6,F,N
Apr,4,2,1,8,BSC,65,9.3,4.6,F,N
Apr,2,1,3,9,BSC,70,9.5,4.1,F,N
Apr,4,1,1,14,BSC,70,8.8,4.2,F,N
Apr,5,2,2,6,BSC,70,9.2,4.4,F,N
Apr,4,1,1,5,BSC,70,9.5,4.4,F,N
Apr,2,1,3,10,BSC,70,9.7,4.4,F,N
Apr,5,1,1,4,BSC,70,9.9,4.4,F,N
Apr,1,2,3,1,BSC,70,9.4,4.5,F,N
Apr,2,2,2,17,BSC,70,9.8,4.5,F,N
Apr,1,1,2,14,BSC,70,9.5,4.6,F,N
Apr,2,1,2,8,BSC,70,9.6,4.6,F,N
Apr,2,2,1,8,BSC,70,9.6,4.6,F,N
Apr,4,1,2,9,BSC,70,9.6,4.6,F,N
Apr,2,1,1,9,BSC,70,9.7,4.6,F,N
Apr,1,1,1,16,BSC,70,9.2,4.7,F,N
Apr,5,1,3,1,BSC,70,9.3,4.7,F,N
Apr,4,1,2,10,BSC,70,9.6,4.7,F,N
Apr,3,1,3,17,BSC,70,10.1,4.7,F,N
Apr,3,1,1,5,BSC,70,9.4,4.8,F,N
Apr,5,2,2,13,BSC,70,9.7,4.8,F,N
Apr,2,1,1,3,BSC,70,10.1,4.8,F,N
Apr,1,1,1,17,BSC,70,9.4,4.9,F,N
Apr,4,1,1,4,BSC,70,9.4,4.9,F,N
Apr,4,2,2,7,BSC,70,5.8,5.1,F,N
Apr,1,2,2,18,BSC,70,10.3,5.5,F,N
Apr,2,2,3,14,BSC,75,5.9,4.2,F,N
Apr,3,2,2,20,BSC,75,10.2,4.6,F,N
Apr,2,1,3,8,BSC,75,10.2,4.7,F,N
Apr,1,1,1,16,BSC,75,10.2,5,F,N
Apr,5,2,2,9,BSC,75,10.4,5.2,F,N
Apr,1,2,3,20,BSC,75,9.8,5.4,F,N
Apr,2,1,3,12,BSC,80,9.4,4.5,F,N
Apr,2,1,3,5,BSC,80,10.2,4.8,F,N
Apr,1,2,1,15,BSC,80,7.2,4.9,F,N
Apr,1,1,3,14,BSC,80,10.5,4.9,F,N
Apr,4,1,2,7,BSC,80,7.3,5,F,N
Apr,3,1,1,5,BSC,80,9.8,5,F,N
Apr,4,2,2,1,BSC,80,9.8,5,F,N
Apr,1,1,1,11,BSC,80,10.4,5,F,N
Apr,2,1,1,13,BSC,80,10.6,5,F,N
Apr,4,1,1,5,BSC,80,10.4,5.2,F,N
Apr,5,2,2,2,BSC,80,10.5,5.2,F,N
Apr,2,2,2,11,BSC,80,10.4,5.3,F,N
Apr,2,1,2,15,BSC,90,9.9,4.5,F,N
Apr,1,2,2,17,BSC,90,10.4,5,F,N
Apr,3,1,3,18,BSC,95,10.4,5.2,F,N
Apr,4,1,3,11,BSC,100,10,4.6,F,N
Apr,2,2,2,9,BSC,100,11.3,5.4,F,N
Apr,3,1,3,10,BSC,120,12.1,3.6,F,N
Apr,3,2,3,19,BSC,5,4.4,2,M,N
Apr,5,1,3,13,BSC,5,4.2,2.1,M,N
Apr,3,2,2,13,BSC,5,4.4,2.2,M,N
Apr,5,2,2,7,BSC,5,4.4,2.3,M,N
Apr,5,1,3,11,BSC,5,5,2.6,M,N
Apr,4,1,2,11,BSC,5,4.3,2.7,M,N
Apr,5,1,2,6,BSC,5.5,8.4,4.2,M,N
Apr,2,2,1,20,BSC,10,3.9,2.4,M,N
Apr,3,2,2,16,BSC,10,5,2.5,M,N
Apr,5,1,2,10,BSC,10,5.1,2.5,M,N
Apr,5,1,3,16,BSC,10,5.2,2.6,M,N
Apr,2,2,3,13,BSC,10,3.9,2.7,M,N
Apr,5,1,2,15,BSC,10,5.2,2.8,M,N
Apr,3,2,2,11,BSC,10,5.6,2.8,M,N
Apr,5,1,3,9,BSC,10,5.6,2.8,M,N
Apr,3,2,1,13,BSC,10,5.6,2.9,M,N
Apr,5,1,2,19,BSC,10,6,2.9,M,N
Apr,2,2,2,14,BSC,10,5.8,3.1,M,N
Apr,2,2,3,20,BSC,15,4.4,2.2,M,N
Apr,5,2,3,14,BSC,15,4.5,2.5,M,N
Apr,4,1,3,19,BSC,15,5.5,2.7,M,N
Apr,3,2,1,3,BSC,15,5.6,2.8,M,N
Apr,2,1,3,20,BSC,15,6.2,2.9,M,N
Apr,2,1,1,17,BSC,15,7.2,3.2,M,N
Apr,5,2,3,13,BSC,20,5.1,2.4,M,N
Apr,2,1,1,11,BSC,20,7,2.7,M,N
Apr,4,1,3,16,BSC,20,6.1,2.8,M,N
Apr,2,1,2,18,BSC,20,6.7,2.9,M,N
Apr,5,1,1,16,BSC,20,5.7,3,M,N
Apr,4,1,1,7,BSC,20,5.8,3,M,N
Apr,5,1,2,3,BSC,20,5.9,3,M,N
Apr,3,2,1,11,BSC,20,6,3,M,N
Apr,4,1,3,10,BSC,20,6.4,3,M,N
Apr,4,2,1,9,BSC,20,6.4,3,M,N
Apr,5,1,2,14,BSC,20,6.4,3,M,N
Apr,4,1,3,17,BSC,20,5.4,3.1,M,N
Apr,5,1,1,4,BSC,20,5.7,3.1,M,N
Apr,5,1,3,12,BSC,20,6.2,3.1,M,N
Apr,1,1,3,18,BSC,20,6.3,3.1,M,N
Apr,2,1,1,6,BSC,20,6.4,3.1,M,N
Apr,4,1,2,8,BSC,20,6.5,3.1,M,N
Apr,1,1,3,17,BSC,20,6.6,3.1,M,N
Apr,4,1,1,17,BSC,20,7,3.1,M,N
Apr,2,2,3,14,BSC,20,4.5,3.2,M,N
Apr,2,1,3,17,BSC,20,6,3.2,M,N
Apr,4,1,1,15,BSC,20,6,3.2,M,N
Apr,2,1,3,15,BSC,20,6.4,3.2,M,N
Apr,3,2,2,18,BSC,20,6.4,3.2,M,N
Apr,5,2,2,6,BSC,20,6.4,3.2,M,N
Apr,3,1,1,7,BSC,20,6.5,3.2,M,N
Apr,4,1,3,20,BSC,20,6.5,3.2,M,N
Apr,2,1,1,16,BSC,20,6.7,3.2,M,N
Apr,3,1,3,16,BSC,20,6.7,3.2,M,N
Apr,3,1,1,11,BSC,20,5,3.4,M,N
Apr,5,1,1,11,BSC,20,7,3.4,M,N
Apr,4,1,1,8,BSC,20,6.7,3.5,M,N
Apr,5,2,2,16,BSC,20,6,3.6,M,N
Apr,3,1,1,12,BSC,20,6.6,5.5,M,N
Apr,5,1,2,10,BSC,25,5.5,2.6,M,N
Apr,2,2,3,16,BSC,25,6.2,2.9,M,N
Apr,5,1,2,10,BSC,25,6.2,2.9,M,N
Apr,5,1,1,9,BSC,25,6.3,2.9,M,N
Apr,2,1,1,18,BSC,25,6.7,3.1,M,N
Apr,4,1,1,6,BSC,25,6,3.2,M,N
Apr,5,1,1,2,BSC,25,6.2,3.2,M,N
Apr,5,2,2,4,BSC,25,6.4,3.2,M,N
Apr,4,1,2,12,BSC,25,6.6,3.2,M,N
Apr,2,2,1,9,BSC,25,6.8,3.2,M,N
Apr,4,1,3,14,BSC,25,6.5,3.4,M,N
Apr,3,2,1,10,BSC,25,6.8,3.4,M,N
Apr,5,2,2,17,BSC,25,6.9,3.4,M,N
Apr,3,1,1,13,BSC,25,7.4,3.4,M,N
Apr,2,1,1,15,BSC,25,7.5,3.4,M,N
Apr,3,1,3,5,BSC,25,7.2,3.7,M,N
Apr,2,2,1,9,BSC,25,7.7,3.8,M,N
Apr,5,1,1,14,BSC,30,7.4,3,M,N
Apr,3,1,3,15,BSC,30,6.8,3.2,M,N
Apr,4,2,1,9,BSC,30,6.6,3.4,M,N
Apr,4,2,3,6,BSC,30,6.7,3.4,M,N
Apr,5,1,2,3,BSC,30,6.7,3.4,M,N
Apr,2,1,3,18,BSC,30,6.9,3.4,M,N
Apr,2,2,1,16,BSC,30,7,3.4,M,N
Apr,5,1,1,3,BSC,30,7.8,3.4,M,N
Apr,3,1,1,4,BSC,30,7.5,3.5,M,N
Apr,3,1,1,8,BSC,30,7.6,3.5,M,N
Apr,3,1,3,2,BSC,30,7.6,3.5,M,N
Apr,2,1,1,13,BSC,30,7.7,3.5,M,N
Apr,4,2,1,12,BSC,30,7,3.6,M,N
Apr,4,1,3,7,BSC,30,7.1,3.6,M,N
Apr,3,2,2,11,BSC,30,7.4,3.6,M,N
Apr,4,2,2,2,BSC,30,7.4,3.6,M,N
Apr,3,1,3,17,BSC,30,7.4,3.7,M,N
Apr,2,2,2,15,BSC,30,7.6,3.7,M,N
Apr,3,1,1,5,BSC,30,7.6,3.7,M,N
Apr,3,1,1,1,BSC,30,7.7,3.7,M,N
Apr,2,1,1,11,BSC,30,7.8,3.7,M,N
Apr,4,2,1,1,BSC,35,4.6,2.3,M,N
Apr,4,1,1,9,BSC,35,6.9,3.2,M,N
Apr,3,1,2,11,BSC,35,7.2,3.5,M,N
Apr,4,1,2,17,BSC,35,7.5,3.5,M,N
Apr,3,1,3,9,BSC,35,7.1,3.6,M,N
Apr,4,1,3,16,BSC,35,7.1,3.6,M,N
Apr,1,1,1,8,BSC,35,7.2,3.7,M,N
Apr,4,2,1,4,BSC,35,7.7,3.7,M,N
Apr,5,1,1,10,BSC,35,7.7,3.7,M,N
Apr,4,2,2,17,BSC,35,7.8,3.7,M,N
Apr,3,2,2,17,BSC,35,7.9,3.7,M,N
Apr,5,1,3,17,BSC,35,7.2,3.9,M,N
Apr,3,1,2,11,BSC,40,6.3,3.2,M,N
Apr,2,2,1,10,BSC,40,6.9,3.5,M,N
Apr,1,1,2,18,BSC,40,8.2,3.6,M,N
Apr,4,2,3,11,BSC,40,7.4,3.7,M,N
Apr,5,1,3,9,BSC,40,7.5,3.7,M,N
Apr,2,1,1,16,BSC,40,7.6,3.7,M,N
Apr,3,1,1,6,BSC,40,7.7,3.7,M,N
Apr,3,1,1,19,BSC,40,7.7,3.7,M,N
Apr,2,2,1,17,BSC,40,7.9,3.7,M,N
Apr,4,1,3,19,BSC,40,7.9,3.7,M,N
Apr,4,1,3,2,BSC,40,6.9,3.8,M,N
Apr,3,1,1,9,BSC,40,7.5,3.8,M,N
Apr,4,2,2,16,BSC,40,7.7,3.8,M,N
Apr,3,1,1,7,BSC,40,7.8,3.8,M,N
Apr,3,1,2,7,BSC,40,7.9,3.8,M,N
Apr,2,1,1,19,BSC,40,7.7,4,M,N
Apr,4,1,1,7,BSC,40,7.8,4,M,N
Apr,5,2,2,16,BSC,40,8.1,4,M,N
Apr,1,1,2,17,BSC,40,8.3,4,M,N
Apr,5,1,2,3,BSC,45,6.6,3.1,M,N
Apr,1,1,2,19,BSC,45,7.7,3.6,M,N
Apr,1,1,2,19,BSC,45,7.6,3.7,M,N
Apr,3,1,3,17,BSC,45,8.2,3.7,M,N
Apr,2,2,3,15,BSC,45,9.3,3.8,M,N
Apr,5,1,3,2,BSC,45,6,4,M,N
Apr,1,1,2,16,BSC,45,7.8,4,M,N
Apr,3,2,1,18,BSC,45,7.8,4,M,N
Apr,4,1,2,16,BSC,45,8.4,4,M,N
Apr,4,2,2,6,BSC,45,8.4,4,M,N
Apr,3,1,3,15,BSC,50,8.6,3.2,M,N
Apr,1,1,2,1,BSC,50,8,3.7,M,N
Apr,1,1,1,17,BSC,50,9.3,3.9,M,N
Apr,5,2,2,13,BSC,50,8.1,4,M,N
Apr,2,2,2,8,BSC,50,8.5,4,M,N
Apr,4,1,3,8,BSC,50,8.6,4,M,N
Apr,4,1,2,3,BSC,50,8.7,4,M,N
Apr,3,2,2,15,BSC,50,8.8,4,M,N
Apr,3,2,2,2,BSC,50,8.7,4.1,M,N
Apr,4,1,1,19,BSC,50,7.9,4.2,M,N
Apr,1,1,2,16,BSC,50,8.2,4.2,M,N
Apr,1,2,1,19,BSC,50,8.4,4.2,M,N
Apr,2,1,1,12,BSC,50,8.7,4.2,M,N
Apr,3,1,2,20,BSC,50,8.7,4.2,M,N
Apr,4,2,2,7,BSC,50,8.9,4.3,M,N
Apr,3,1,1,20,BSC,50,8.3,4.4,M,N
Apr,3,1,3,6,BSC,50,8.4,4.4,M,N
Apr,1,2,3,11,BSC,50,8.7,4.5,M,N
Apr,1,1,1,8,BSC,50,9.3,4.6,M,N
Apr,2,1,2,18,BSC,55,8.4,4.1,M,N
Apr,3,1,3,1,BSC,55,8.6,4.1,M,N
Apr,2,1,3,7,BSC,55,9.2,4.1,M,N
Apr,3,1,1,10,BSC,55,8.6,4.2,M,N
Apr,3,1,2,8,BSC,55,8.8,4.2,M,N
Apr,5,1,1,1,BSC,55,9,4.2,M,N
Apr,3,1,1,13,BSC,55,8.4,4.3,M,N
Apr,3,1,2,16,BSC,55,8.9,4.3,M,N
Apr,3,2,3,11,BSC,55,8.8,4.4,M,N
Apr,1,1,3,14,BSC,55,9,4.4,M,N
Apr,1,1,1,16,BSC,55,9.4,4.4,M,N
Apr,1,1,1,7,BSC,55,9.3,4.6,M,N
Apr,1,1,2,16,BSC,60,8.6,4,M,N
Apr,1,2,1,15,BSC,60,8.9,4.1,M,N
Apr,2,1,2,13,BSC,60,8.6,4.3,M,N
Apr,5,2,1,4,BSC,60,8.8,4.3,M,N
Apr,5,2,2,5,BSC,60,9.2,4.3,M,N
Apr,2,1,3,8,BSC,60,9.4,4.3,M,N
Apr,1,1,1,20,BSC,60,8.4,4.4,M,N
Apr,4,1,3,9,BSC,60,9.1,4.4,M,N
Apr,5,1,1,6,BSC,60,9.1,4.4,M,N
Apr,1,2,1,16,BSC,60,9.6,4.4,M,N
Apr,2,1,2,12,BSC,60,9.1,4.5,M,N
Apr,2,1,2,13,BSC,60,8.8,4.6,M,N
Apr,2,1,3,13,BSC,60,9.1,4.6,M,N
Apr,1,2,2,20,BSC,70,5.8,4.2,M,N
Apr,5,2,2,3,BSC,70,9,4.4,M,N
Apr,2,1,2,12,BSC,70,9.6,4.4,M,N
Apr,1,1,2,13,BSC,70,9.7,4.4,M,N
Apr,1,2,2,15,BSC,70,9.9,4.5,M,N
Apr,2,2,1,16,BSC,70,10.2,5.1,M,N
Apr,5,2,2,4,BSC,70,8.2,6.3,M,N
Apr,2,2,1,5,BSC,75,10,4.6,M,N
Apr,1,1,2,15,BSC,80,9.9,4.6,M,N
Apr,4,1,1,9,BSC,80,9.5,4.7,M,N
Apr,2,2,3,16,BSC,80,9.8,5,M,N
Apr,3,2,2,16,BSC,80,10.4,5.1,M,N
Apr,2,2,1,3,BSC,80,8.4,6,M,N
Apr,1,1,2,12,BSC,85,9.7,4.5,M,N
Apr,1,2,2,3,BSC,100,10.4,5.1,M,N
Apr,4,2,1,10,ES,35,5.4,3.5,F,N
Apr,4,1,3,5,ES,50,4.7,3.6,F,N
Apr,2,1,2,5,ES,50,9,4.2,F,N
Apr,5,2,2,11,ES,50,5.7,4.4,F,N
Apr,1,1,3,11,ES,50,6.4,4.6,F,N
Apr,2,2,1,2,ES,80,8.4,6,M,N
Apr,2,1,3,20,ES,90,7,4.7,M,N
Apr,1,2,2,15,ES,100,6.2,4.4,M,N
Apr,5,2,1,3,TC,5,3.3,2,F,N
Apr,5,1,1,9,TC,5,3.8,2.4,F,N
Apr,1,1,1,1,TC,5,3.5,2.6,F,N
Apr,1,1,2,9,TC,10,3.2,2.1,F,N
Apr,5,2,1,2,TC,10,3.3,2.1,F,N
Apr,5,1,2,20,TC,10,3.2,2.2,F,N
Apr,4,2,3,19,TC,10,3.5,2.3,F,N
Apr,5,1,3,15,TC,10,3.2,2.4,F,N
Apr,3,2,2,20,TC,10,3.6,2.4,F,N
Apr,4,2,3,19,TC,10,3.5,2.5,F,N
Apr,1,2,2,19,TC,10,3.9,2.6,F,N
Apr,2,2,2,17,TC,10,4.1,2.6,F,N
Apr,4,2,1,17,TC,15,3.7,2.6,F,N
Apr,5,2,1,3,TC,15,3.9,2.6,F,N
Apr,1,2,1,4,TC,15,4.7,3.1,F,N
Apr,3,2,3,19,TC,20,4.8,2.4,F,N
Apr,3,2,3,2,TC,20,4,2.5,F,N
Apr,1,2,2,1,TC,20,5,3.3,F,N
Apr,4,2,3,1,TC,25,4.2,4,F,N
Apr,3,2,3,13,TC,30,4.7,3.5,F,N
Apr,4,2,3,1,TC,5,2.8,2,M,N
Apr,1,2,3,18,TC,5,2.9,2.2,M,N
Apr,1,1,2,9,TC,5,3.2,2.2,M,N
Apr,1,2,3,2,TC,5,3.6,2.2,M,N
Apr,2,2,3,12,TC,5,3.1,2.4,M,N
Apr,4,2,1,11,TC,5,3.1,2.4,M,N
Apr,2,2,3,12,TC,5,3.5,2.5,M,N
Apr,4,2,3,1,TC,10,3.1,2,M,N
Apr,1,2,3,3,TC,10,3.1,2.1,M,N
Apr,5,2,2,1,TC,10,3.1,2.1,M,N
Apr,2,2,3,3,TC,10,3.6,2.1,M,N
Apr,1,2,2,19,TC,10,4.6,2.2,M,N
Apr,5,2,2,18,TC,10,3.8,2.3,M,N
Apr,1,2,3,5,TC,10,3.5,2.4,M,N
Apr,3,2,2,9,TC,10,3.6,2.4,M,N
Apr,5,2,2,1,TC,10,3.6,2.4,M,N
Apr,4,2,1,19,TC,10,3.4,2.6,M,N
Apr,4,2,3,13,TC,10,3.5,2.6,M,N
Apr,3,2,3,5,TC,10,3.9,2.6,M,N
Apr,4,2,3,12,TC,10,4.1,2.7,M,N
Apr,5,1,1,20,TC,10,4.6,3.4,M,N
Apr,5,1,2,1,TC,15,3.9,2.1,M,N
Apr,5,2,3,15,TC,15,3.9,2.2,M,N
Apr,4,1,2,19,TC,15,3.8,2.3,M,N
Apr,2,2,2,19,TC,15,4.2,2.5,M,N
Apr,4,2,2,4,TC,15,4.1,2.6,M,N
Apr,4,2,2,17,TC,15,4.1,2.6,M,N
Apr,1,2,2,19,TC,15,4.2,3.2,M,N
Apr,1,1,3,15,TC,15,4.3,3.4,M,N
Apr,3,2,3,2,TC,20,4.5,2.4,M,N
Apr,1,2,3,4,TC,20,4,2.5,M,N
Apr,3,1,2,2,TC,20,4.2,2.5,M,N
Apr,3,2,2,19,TC,20,4.1,2.6,M,N
