Month,Line,Bath,Day,N,Sp,Wt,Wd,Lg,Sex,Berried
May,4,1,2,19,BSC,60,9.3,4.4,M,N
May,2,2,3,14,BSC,60,8.8,4.5,M,N
May,4,2,1,17,BSC,60,9.3,4.5,M,N
May,5,1,2,12,BSC,60,9.1,4.6,M,N
May,4,2,2,16,BSC,60,9.2,4.6,M,N
May,1,2,1,8,BSC,60,8.7,4.7,M,N
May,4,1,1,20,BSC,60,8.9,4.7,M,N
May,4,2,2,8,BSC,60,9.6,4.7,M,N
May,1,2,2,12,BSC,60,9.6,5.7,M,N
May,5,2,2,13,BSC,65,9.1,4.3,M,N
May,5,2,1,14,BSC,65,9.1,4.6,M,N
May,1,2,3,19,BSC,65,7.5,5,M,N
May,2,2,1,17,BSC,70,9.1,3.8,M,N
May,1,1,2,7,BSC,70,9.3,4.6,M,N
May,5,2,3,11,BSC,70,9.5,4.6,M,N
May,5,2,2,18,BSC,70,9.6,4.6,M,N
May,4,2,1,14,BSC,70,9.7,4.6,M,N
May,4,2,1,11,BSC,70,9.8,4.6,M,N
May,5,2,3,7,BSC,70,10.1,4.6,M,N
May,1,2,2,18,BSC,70,10.2,4.6,M,N
May,4,1,1,6,BSC,70,9.8,4.8,M,N
May,5,2,3,12,BSC,70,9.6,4.9,M,N
May,4,2,2,9,BSC,70,10.5,5.1,M,N
May,4,2,1,3,BSC,70,10,9,M,N
May,3,2,1,8,BSC,75,10.1,4.9,M,N
May,1,2,2,16,BSC,75,9.9,5.1,M,N
May,1,2,3,19,BSC,80,9.8,4.7,M,N
May,2,2,2,4,BSC,80,9.4,4.8,M,N
May,5,2,3,13,BSC,80,10.2,4.8,M,N
May,1,2,3,12,BSC,80,9.8,4.9,M,N
May,2,2,3,15,BSC,80,10,4.9,M,N
May,2,2,1,20,BSC,80,9.2,5.1,M,N
May,1,1,1,1,BSC,80,10.6,5.6,M,N
May,4,2,2,14,BSC,90,10.2,4.9,M,N
May,1,1,3,10,BSC,90,9.8,5.2,M,N
May,4,1,2,8,BSC,90,10.8,5.6,M,N
May,4,2,1,4,BSC,95,12,5.2,M,N
May,2,2,3,6,BSC,100,9.9,4.8,M,N
May,1,2,3,2,BSC,100,10.2,5,M,N
May,2,2,3,15,BSC,100,11.3,5.4,M,N
May,3,2,2,3,BSC,100,10.5,5.6,M,N
May,1,1,1,10,BSC,125,10.6,5.6,M,N
May,1,2,2,7,BSC,130,11.4,5.5,M,N
May,1,1,3,5,BSC,15,3.4,2.2,F,Y
May,4,1,2,6,BSC,15,4.6,2.8,F,Y
May,5,1,1,20,BSC,60,6.1,3.8,F,Y
May,1,2,2,13,CC,50,5.9,4.4,F,N
May,2,1,3,14,CC,10,5.8,2.6,M,N
May,2,1,2,13,CC,10,4.2,2.9,M,N
May,4,1,2,4,CC,20,4.4,3,M,N
May,2,1,3,7,CC,25,6.4,4.2,M,N
May,2,2,2,9,CC,30,8.1,3.9,M,N
May,4,2,3,16,ES,40,4.9,3.4,F,N
May,4,2,2,15,ES,50,5.9,3.9,F,N
May,1,2,3,15,ES,50,5.4,4.1,F,N
May,5,2,2,16,ES,50,5.6,4.1,F,N
May,2,2,2,2,ES,50,8.6,4.1,F,N
May,1,2,2,2,ES,50,5.7,4.2,F,N
May,3,1,2,11,ES,50,6.2,4.2,F,N
May,3,1,1,1,ES,50,6.1,4.3,F,N
May,5,2,3,5,ES,50,5.4,4.4,F,N
May,2,2,2,2,ES,55,5.1,3.7,F,N
May,5,2,3,19,ES,60,5.9,3.9,F,N
May,5,2,3,6,ES,60,6.4,4.1,F,N
May,4,1,1,16,ES,60,6.3,4.3,F,N
May,5,1,2,11,ES,60,5.9,4.6,F,N
May,1,1,3,14,ES,65,6,4.4,F,N
May,2,2,2,17,ES,70,6.1,4.3,F,N
May,2,1,2,6,ES,70,6.7,4.8,F,N
May,5,1,3,15,ES,40,5.2,3.7,M,N
May,1,1,2,10,ES,40,5.4,3.7,M,N
May,2,1,3,15,ES,45,5.4,3.5,M,N
May,1,2,2,1,ES,45,5.6,3.6,M,N
May,1,2,2,7,ES,50,5.7,3.8,M,N
May,1,2,2,1,ES,50,5.4,3.9,M,N
May,1,2,3,15,ES,50,5.8,4,M,N
May,4,1,2,13,ES,50,3.7,4.2,M,N
May,2,1,1,13,ES,55,5.7,3.3,M,N
May,5,2,3,10,ES,70,6.5,4.6,M,N
May,5,2,3,1,ES,75,6.7,5.6,M,N
May,4,1,3,11,ES,90,7.8,4.8,M,N
May,5,1,1,10,ES,100,7.2,5.1,M,N
May,4,2,3,5,ES,40,4.9,3.4,F,Y
May,2,1,3,11,ES,40,4.4,3.6,F,Y
May,4,2,2,15,ES,50,5.2,3.6,F,Y
May,1,2,3,1,ES,60,5.9,4.2,F,Y
May,5,2,3,4,ES,60,6.1,4.3,F,Y
May,1,2,2,10,PS,25,8.1,3.6,F,N
May,2,2,3,12,PS,10,5.5,2.3,M,N
May,2,2,3,11,PS,10,6.3,3.1,M,N
May,2,2,3,19,PS,15,6.1,2.7,M,N
May,1,2,3,13,PS,20,5.3,2.3,M,N
May,4,2,2,14,PS,20,6.8,2.9,M,N
May,3,2,2,16,PS,30,5.3,2.8,M,N
May,2,2,2,13,PS,45,8.2,3.8,M,N
May,5,1,2,17,TC,5,3.1,2.1,F,N
May,1,1,3,2,TC,10,3.2,2.3,F,N
May,5,1,3,6,TC,10,4.1,2.3,F,N
May,4,1,3,17,TC,10,3.4,2.4,F,N
May,4,1,3,20,TC,10,3.5,2.4,F,N
May,5,2,2,4,TC,10,3.8,2.6,F,N
May,1,1,3,16,TC,10,4.2,2.6,F,N
May,1,2,1,6,TC,10,4.1,2.7,F,N
May,3,1,3,2,TC,10,4.2,3.5,F,N
May,5,1,2,19,TC,10,3.6,3.8,F,N
May,1,1,2,17,TC,15,3.9,2.5,F,N
May,4,1,2,14,TC,15,3.7,4.2,F,N
May,1,1,2,11,TC,20,4.6,2.9,F,N
May,5,1,2,11,TC,25,4.6,2.9,F,N
May,2,2,2,11,TC,25,5,3.1,F,N
May,2,2,2,2,TC,25,4.7,3.3,F,N
May,1,1,3,13,TC,25,5.2,3.3,F,N
May,2,2,2,20,TC,25,4.7,3.4,F,N
May,4,1,1,11,TC,25,4.9,3.4,F,N
May,1,2,3,1,TC,25,4.9,3.5,F,N
May,1,2,1,1,TC,30,4.4,3.2,F,N
May,3,2,2,11,TC,30,6.5,3.2,F,N
May,5,2,2,8,TC,30,4.9,3.4,F,N
May,1,2,1,1,TC,30,4.9,3.6,F,N
May,2,2,3,6,TC,30,5.3,3.7,F,N
May,5,2,3,10,TC,30,4,3.9,F,N
May,2,1,3,7,TC,35,5.2,3.5,F,N
May,1,1,3,11,TC,5,2.9,2,M,N
May,5,1,2,17,TC,5,3,2,M,N
May,3,1,1,9,TC,5,3.3,2,M,N
May,5,1,1,8,TC,5,3.6,2.1,M,N
May,3,1,1,8,TC,5,3.2,2.2,M,N
May,4,2,2,17,TC,5,3.4,2.3,M,N
May,1,1,2,3,TC,10,4,1.5,M,N
May,1,1,3,2,TC,10,2.7,2,M,N
May,3,1,3,4,TC,10,3,2.1,M,N
May,1,1,3,4,TC,10,3.2,2.1,M,N
May,3,1,3,18,TC,10,3.2,2.1,M,N
May,1,1,1,1,TC,10,3.5,2.1,M,N
May,2,2,3,15,TC,10,3.5,2.1,M,N
May,3,1,3,4,TC,10,2.8,2.2,M,N
May,3,1,3,8,TC,10,3.4,2.2,M,N
May,5,1,3,13,TC,10,3.4,2.2,M,N
May,4,1,3,1,TC,10,3.6,2.2,M,N
May,4,1,1,4,TC,10,3.4,2.3,M,N
May,3,1,2,3,TC,10,3.5,2.3,M,N
May,5,1,3,13,TC,10,4,2.3,M,N
May,3,1,3,13,TC,10,3,2.4,M,N
May,4,1,3,4,TC,10,3.5,2.4,M,N
May,1,1,2,17,TC,10,3.6,2.4,M,N
May,5,1,1,14,TC,10,3.7,2.4,M,N
May,3,1,1,2,TC,10,3.8,2.4,M,N
May,4,1,2,2,TC,10,3.8,2.4,M,N
May,1,2,1,20,TC,10,4.2,2.4,M,N
May,3,1,3,18,TC,10,3.2,2.5,M,N
May,3,1,3,6,TC,10,3.4,2.5,M,N
May,1,1,2,5,TC,10,3.8,2.5,M,N
May,1,1,2,3,TC,10,4.1,2.5,M,N
May,3,1,2,13,TC,10,4.1,2.5,M,N
May,3,1,1,2,TC,10,4,2.6,M,N
May,3,1,3,13,TC,10,4,2.6,M,N
May,1,1,1,11,TC,10,4.2,2.6,M,N
May,5,1,1,14,TC,10,4.2,2.6,M,N
May,5,1,1,18,TC,10,3.9,2.7,M,N
May,4,1,1,12,TC,10,4.3,3.1,M,N
May,2,1,2,19,TC,15,4.1,2.2,M,N
May,3,1,2,3,TC,15,3.8,2.3,M,N
May,1,1,3,16,TC,15,3.6,2.4,M,N
May,4,1,3,15,TC,15,3.6,2.4,M,N
May,3,1,2,4,TC,15,3.7,2.4,M,N
May,1,1,1,1,TC,15,3.8,2.4,M,N
May,4,1,3,12,TC,15,3.5,2.5,M,N
May,3,1,2,11,TC,15,4.2,2.5,M,N
May,1,1,3,15,TC,15,3.2,2.6,M,N
May,1,1,3,13,TC,15,3.4,2.6,M,N
May,4,1,2,17,TC,15,3.8,2.6,M,N
May,4,1,1,19,TC,15,4.3,2.7,M,N
May,2,2,2,12,TC,15,4.4,2.7,M,N
May,3,1,2,1,TC,15,4.4,2.7,M,N
May,1,2,3,14,TC,15,3.8,2.8,M,N
May,3,2,2,7,TC,15,4.1,2.9,M,N
May,2,1,3,5,TC,15,3.9,3,M,N
May,4,1,2,19,TC,15,4.2,3,M,N
May,3,1,1,2,TC,15,4.9,3,M,N
May,1,1,2,6,TC,15,4,3.1,M,N
May,2,1,1,3,TC,15,4.3,3.1,M,N
May,1,2,2,4,TC,15,4.2,3.2,M,N
May,2,2,2,1,TC,15,2.5,3.6,M,N
May,2,1,2,11,TC,20,4.2,2.2,M,N
May,5,1,3,9,TC,20,3.8,2.3,M,N
May,5,1,3,15,TC,20,3.5,2.4,M,N
May,4,1,1,14,TC,20,4.6,2.6,M,N
May,2,1,2,19,TC,20,4.4,2.7,M,N
May,2,1,2,19,TC,20,4.5,2.7,M,N
May,5,1,2,10,TC,20,4.5,2.8,M,N
May,3,1,3,18,TC,20,5.1,2.8,M,N
May,3,1,3,13,TC,20,3.8,3,M,N
May,1,2,2,1,TC,20,4.4,3,M,N
May,3,2,2,20,TC,20,4.3,3.1,M,N
May,1,2,3,11,TC,20,5.7,3.7,M,N
May,2,1,3,3,TC,25,4.6,3,M,N
May,4,1,2,20,TC,25,4.6,3,M,N
May,4,1,1,15,TC,25,4.4,3.1,M,N
May,2,1,1,19,TC,25,5,3.1,M,N
May,2,1,3,19,TC,25,4.5,3.2,M,N
May,1,2,2,2,TC,25,5.2,3.2,M,N
May,1,1,1,1,TC,25,5.6,3.3,M,N
May,1,1,1,20,TC,25,5.6,3.3,M,N
May,3,1,2,6,TC,25,5.2,3.4,M,N
May,5,2,3,1,TC,25,5,3.6,M,N
May,3,2,3,19,TC,25,5.4,3.6,M,N
May,2,1,1,19,TC,30,5,2.7,M,N
May,1,2,3,2,TC,30,5.3,3,M,N
May,2,1,3,13,TC,30,4.4,3.2,M,N
May,1,1,3,2,TC,30,4.8,3.2,M,N
May,4,2,2,12,TC,30,5.1,3.3,M,N
May,5,2,2,5,TC,30,4.9,3.4,M,N
May,1,2,3,1,TC,30,5.3,3.7,M,N
May,3,1,3,14,TC,5,2.7,1.8,F,Y
May,4,1,3,1,TC,5,2.6,2.1,F,Y
May,3,1,2,11,TC,5,3.2,2.2,F,Y
May,3,1,2,13,TC,5,3.5,2.2,F,Y
May,4,1,1,14,TC,5,3.5,2.2,F,Y
May,1,1,2,3,TC,5,2.7,2.3,F,Y
May,1,1,2,3,TC,5,2.8,2.4,F,Y
May,4,1,3,1,TC,5,3.5,2.4,F,Y
May,4,1,2,9,TC,10,3.7,2.2,F,Y
May,4,1,1,14,TC,10,3.4,2.3,F,Y
May,4,1,3,14,TC,10,3.1,2.4,F,Y
May,1,1,2,4,TC,10,3.2,2.4,F,Y
May,3,1,2,19,TC,10,3.2,2.4,F,Y
May,1,1,3,15,TC,10,3.5,2.5,F,Y
May,2,1,2,10,TC,10,3.8,2.6,F,Y
May,3,1,1,2,TC,10,3.6,2.7,F,Y
May,1,1,3,15,TC,10,3.8,2.7,F,Y
May,3,1,1,2,TC,10,3.8,2.7,F,Y
May,3,1,1,2,TC,10,3.6,2.8,F,Y
May,3,1,2,2,TC,15,3.2,2.1,F,Y
May,3,1,2,1,TC,15,3.4,2.4,F,Y
May,1,1,3,6,TC,15,3.8,2.4,F,Y
May,4,1,2,19,TC,15,4,2.5,F,Y
May,2,1,2,19,TC,15,3.9,2.6,F,Y
May,2,1,1,19,TC,15,4,2.6,F,Y
May,4,1,1,17,TC,15,4.1,2.6,F,Y
May,1,1,1,2,TC,20,4.2,2.7,F,Y
May,1,1,3,4,TC,20,3.8,2.8,F,Y
May,2,1,1,19,TC,20,4.1,3,F,Y
May,1,2,3,2,TC,20,4.8,3.3,F,Y
May,5,2,3,2,TC,30,4.9,3.6,F,Y
May,1,2,3,1,TC,30,5.4,3.6,F,Y
Nov,5,1,2,7,BSC,5,5.4,2.8,F,N
Nov,3,2,3,18,BSC,10,5.7,2.5,F,N
Nov,4,2,1,12,BSC,10,5.2,2.8,F,N
Nov,5,2,2,8,BSC,10,5.2,2.8,F,N
Nov,4,2,1,12,BSC,10,5.4,2.8,F,N
Nov,5,1,3,3,BSC,15,5.2,2.6,F,N
Nov,5,2,2,7,BSC,15,5.8,2.7,F,N
Nov,1,1,3,10,BSC,15,5.6,2.8,F,N
Nov,3,2,2,20,BSC,15,5.6,2.8,F,N
Nov,3,2,2,20,BSC,15,6.2,2.8,F,N
Nov,4,1,2,14,BSC,15,5.5,2.9,F,N
Nov,3,2,2,15,BSC,15,6.2,3,F,N
Nov,1,1,2,16,BSC,20,6,2.8,F,N
Nov,4,1,3,11,BSC,20,5.4,3,F,N
Nov,5,1,3,3,BSC,20,6.1,3,F,N
Nov,4,1,2,10,BSC,20,6.2,3,F,N
Nov,3,1,2,18,BSC,20,6.4,3,F,N
Nov,3,1,3,16,BSC,20,6.4,3,F,N
Nov,4,2,2,20,BSC,20,6.4,3.1,F,N
Nov,4,2,2,16,BSC,20,5,3.2,F,N
Nov,3,2,1,19,BSC,20,6,3.2,F,N
Nov,4,2,1,14,BSC,20,6.4,3.2,F,N
Nov,5,1,3,5,BSC,20,6.4,3.2,F,N
Nov,5,2,1,17,BSC,20,6.5,3.4,F,N
Nov,4,1,3,20,BSC,20,6.8,3.4,F,N
Nov,3,2,3,13,BSC,20,7.2,3.5,F,N
Nov,5,2,1,6,BSC,25,6.4,3.2,F,N
Nov,4,2,3,2,BSC,25,6.8,3.2,F,N
Nov,5,2,2,19,BSC,25,6.8,3.2,F,N
Nov,3,2,1,15,BSC,25,6.4,3.4,F,N
Nov,5,2,3,6,BSC,25,7.1,3.4,F,N
Nov,5,1,2,9,BSC,25,7.2,3.4,F,N
Nov,5,1,3,7,BSC,25,7.4,3.4,F,N
Nov,2,2,1,13,BSC,25,7.4,3.5,F,N
Nov,1,2,2,18,BSC,30,5.5,3,F,N
Nov,2,2,2,18,BSC,30,5.5,3,F,N
Nov,4,2,2,13,BSC,30,6.7,3.2,F,N
Nov,3,2,1,17,BSC,30,6.8,3.2,F,N
Nov,4,1,1,6,BSC,30,7,3.2,F,N
Nov,4,1,2,8,BSC,30,6.7,3.4,F,N
Nov,2,1,3,20,BSC,30,6.8,3.4,F,N
Nov,4,1,3,5,BSC,30,6.8,3.4,F,N
Nov,4,2,1,20,BSC,30,6.8,3.4,F,N
Nov,5,1,2,2,BSC,30,6.8,3.4,F,N
Nov,4,2,1,8,BSC,30,6.7,3.5,F,N
Nov,1,1,3,15,BSC,30,7.6,3.5,F,N
Nov,5,2,3,7,BSC,30,7.2,3.6,F,N
Nov,5,1,3,7,BSC,30,7.5,3.6,F,N
Nov,5,1,3,7,BSC,30,7.8,3.8,F,N
Nov,5,2,2,2,BSC,30,7.8,4,F,N
Nov,4,2,2,17,BSC,30,8.9,4.2,F,N
Nov,5,2,2,16,BSC,35,7.8,3,F,N
Nov,5,1,3,16,BSC,35,7,3.2,F,N
Nov,5,2,3,1,BSC,35,7.5,3.2,F,N
Nov,3,1,3,12,BSC,35,7.4,3.6,F,N
Nov,1,1,1,20,BSC,35,6.8,3.8,F,N
Nov,5,2,1,19,BSC,35,6.8,3.8,F,N
Nov,2,2,3,18,BSC,35,7.3,3.8,F,N
Nov,2,2,3,19,BSC,35,7.3,3.8,F,N
Nov,5,1,3,19,BSC,35,7.4,3.8,F,N
Nov,5,2,2,6,BSC,35,7.8,3.8,F,N
Nov,4,2,2,9,BSC,40,6.4,3,F,N
Nov,5,1,1,5,BSC,40,7.5,3.4,F,N
Nov,3,1,3,15,BSC,40,7.4,3.6,F,N
Nov,5,2,2,9,BSC,40,5.1,3.8,F,N
Nov,5,1,1,4,BSC,40,7.4,3.8,F,N
Nov,5,1,2,16,BSC,40,7.8,3.8,F,N
Nov,5,1,2,19,BSC,40,7.8,3.8,F,N
Nov,1,1,3,18,BSC,40,8,3.8,F,N
Nov,5,1,3,7,BSC,40,8,3.8,F,N
Nov,3,2,1,14,BSC,40,8.2,3.8,F,N
Nov,4,1,1,7,BSC,40,8.2,3.8,F,N
Nov,4,2,3,4,BSC,40,8.4,3.8,F,N
Nov,4,2,3,6,BSC,40,7.8,3.9,F,N
Nov,3,1,2,13,BSC,40,7.9,3.9,F,N
Nov,2,2,1,18,BSC,40,8.1,3.9,F,N
Nov,4,1,1,9,BSC,40,8.4,3.9,F,N
Nov,5,1,1,4,BSC,40,8.5,4,F,N
Nov,3,2,3,9,BSC,40,6.3,4.1,F,N
Nov,5,1,1,6,BSC,40,7.8,4.1,F,N
Nov,3,2,3,6,BSC,45,8.6,3.8,F,N
Nov,4,1,3,11,BSC,45,7.8,3.9,F,N
Nov,4,1,2,14,BSC,45,8.2,3.9,F,N
Nov,5,1,2,4,BSC,45,8,4,F,N
Nov,3,1,3,8,BSC,45,8.5,4.1,F,N
Nov,4,1,2,13,BSC,45,8.6,4.1,F,N
Nov,4,1,2,4,BSC,45,8.6,4.6,F,N
Nov,4,2,1,5,BSC,50,9.4,2.5,F,N
Nov,2,2,1,14,BSC,50,8.8,3.7,F,N
Nov,4,1,1,3,BSC,50,8.4,3.8,F,N
Nov,4,2,1,17,BSC,50,7.8,3.9,F,N
Nov,2,1,2,3,BSC,50,8.1,3.9,F,N
Nov,4,1,3,7,BSC,50,8.4,3.9,F,N
Nov,4,1,1,11,BSC,50,8.5,3.9,F,N
Nov,4,1,2,11,BSC,50,8.1,4,F,N
Nov,4,1,1,10,BSC,50,8.6,4,F,N
Nov,5,1,3,11,BSC,50,8.8,4,F,N
Nov,5,1,2,2,BSC,50,7.8,4.1,F,N
Nov,1,1,1,16,BSC,50,8,4.1,F,N
Nov,4,2,1,6,BSC,50,8.2,4.1,F,N
Nov,4,1,1,9,BSC,50,8.4,4.1,F,N
Nov,3,1,3,14,BSC,50,8.6,4.1,F,N
Nov,1,1,3,18,BSC,50,8.8,4.1,F,N
Nov,2,1,3,14,BSC,50,8.8,4.1,F,N
Nov,3,2,1,3,BSC,50,8.8,4.1,F,N
Nov,5,2,2,3,BSC,50,8.8,4.1,F,N
Nov,4,2,1,19,BSC,50,9.1,4.1,F,N
Nov,2,1,2,17,BSC,50,8.4,4.2,F,N
Nov,2,1,3,15,BSC,50,8.4,4.2,F,N
Nov,4,1,3,16,BSC,50,8.5,4.2,F,N
Nov,3,2,2,16,BSC,50,8.6,4.2,F,N
Nov,3,1,3,5,BSC,50,8.8,4.2,F,N
Nov,3,1,2,6,BSC,50,8.9,4.2,F,N
Nov,2,1,1,20,BSC,50,9.1,4.2,F,N
Nov,3,1,2,8,BSC,50,9,4.3,F,N
Nov,5,1,1,1,BSC,50,9.2,4.3,F,N
Nov,1,1,3,20,BSC,50,8.4,4.4,F,N
Nov,1,1,2,18,BSC,50,9,4.4,F,N
Nov,3,1,3,15,BSC,55,8.9,4.2,F,N
Nov,4,1,1,9,BSC,55,8.9,4.2,F,N
Nov,3,1,3,12,BSC,55,9.4,4.3,F,N
Nov,4,1,3,17,BSC,55,8.8,4.4,F,N
Nov,4,2,2,17,BSC,55,9.4,4.4,F,N
Nov,4,1,1,9,BSC,60,9.4,4.4,F,N
Nov,2,2,1,17,BSC,60,8.6,4.5,F,N
Nov,5,2,2,16,BSC,60,9,4.5,F,N
Nov,1,1,3,11,BSC,60,9.4,4.5,F,N
Nov,3,1,2,1,BSC,65,10.2,4.6,F,N
Nov,3,1,3,7,BSC,70,9.6,4.4,F,N
Nov,4,1,2,7,BSC,70,9.4,4.5,F,N
Nov,2,1,2,19,BSC,70,10.2,4.7,F,N
Nov,3,2,2,17,BSC,70,9.5,4.8,F,N
Nov,2,1,2,20,BSC,70,10.4,4.8,F,N
Nov,2,1,3,7,BSC,70,10.7,5.1,F,N
Nov,2,1,2,15,BSC,75,10.2,4.4,F,N
Nov,5,2,2,5,BSC,75,9.4,4.6,F,N
Nov,5,2,3,10,BSC,80,8.4,3.9,F,N
Nov,1,2,2,6,BSC,80,9.7,4.7,F,N
Nov,2,2,2,6,BSC,80,9.7,4.7,F,N
Nov,3,2,2,2,BSC,80,9.8,4.8,F,N
Nov,1,1,1,14,BSC,80,14,4.8,F,N
Nov,3,1,1,12,BSC,80,14,4.8,F,N
Nov,4,1,1,8,BSC,80,14,4.8,F,N
Nov,3,1,2,14,BSC,80,10.2,4.9,F,N
Nov,3,2,2,3,BSC,80,10,5,F,N
Nov,3,1,2,11,BSC,80,10.5,5,F,N
Nov,4,1,2,7,BSC,80,10.7,5,F,N
Nov,1,1,3,11,BSC,80,10.4,5.1,F,N
Nov,4,2,1,19,BSC,80,10,5.2,F,N
Nov,2,1,2,7,BSC,85,10.7,5.1,F,N
Nov,3,1,2,14,BSC,90,10.4,5,F,N
Nov,3,1,2,8,BSC,90,10.4,5.1,F,N
Nov,2,1,1,12,BSC,95,10.4,5,F,N
Nov,3,2,2,1,BSC,100,8.1,4.8,F,N
Nov,3,1,1,12,BSC,100,12,4.8,F,N
Nov,1,2,3,9,BSC,100,10.4,5,F,N
Nov,1,1,1,8,BSC,100,17,5,F,N
Nov,3,2,2,15,BSC,100,10.9,5.4,F,N
Nov,1,2,2,6,BSC,100,10.9,5.5,F,N
Nov,2,2,2,6,BSC,100,10.9,5.5,F,N
Nov,1,2,3,19,BSC,105,11.3,5.1,F,N
Nov,4,2,1,10,BSC,120,12.2,5.1,F,N
Nov,1,1,1,16,BSC,5,3.8,1.9,M,N
Nov,5,2,1,12,BSC,5,3.8,2.1,M,N
Nov,5,1,3,15,BSC,5,4.4,2.2,M,N
Nov,5,2,3,16,BSC,5,4.4,2.2,M,N
Nov,2,1,3,3,BSC,10,4.4,2.3,M,N
Nov,1,1,2,7,BSC,10,5,2.3,M,N
Nov,1,1,1,8,BSC,10,3.8,2.4,M,N
Nov,5,2,2,10,BSC,10,4.8,2.4,M,N
Nov,4,1,2,18,BSC,10,5.1,2.4,M,N
Nov,5,1,3,13,BSC,10,5.3,2.5,M,N
Nov,4,2,3,2,BSC,10,5,2.6,M,N
Nov,5,1,1,8,BSC,10,5.1,2.6,M,N
Nov,3,2,2,15,BSC,10,5.3,2.6,M,N
Nov,5,1,1,1,BSC,10,5.5,2.6,M,N
Nov,4,1,3,19,BSC,10,5.7,2.6,M,N
Nov,4,2,3,19,BSC,10,5.5,2.7,M,N
Nov,4,1,3,19,BSC,10,5.9,2.7,M,N
Nov,5,1,2,13,BSC,10,4.9,2.8,M,N
Nov,4,2,3,8,BSC,10,5.4,2.8,M,N
Nov,3,2,1,9,BSC,10,5.5,2.8,M,N
Nov,4,1,1,20,BSC,10,5.5,2.8,M,N
Nov,4,2,2,18,BSC,10,5.5,2.8,M,N
Nov,5,2,3,18,BSC,10,6,2.8,M,N
Nov,4,1,2,11,BSC,10,5.8,2.9,M,N
Nov,2,1,3,3,BSC,15,5.9,2.6,M,N
Nov,3,2,1,20,BSC,15,5.4,2.8,M,N
Nov,3,1,2,20,BSC,15,5.5,2.8,M,N
Nov,5,2,1,7,BSC,15,5.5,2.8,M,N
Nov,4,2,1,18,BSC,15,6.1,2.8,M,N
Nov,4,1,2,18,BSC,15,5.9,2.9,M,N
Nov,2,2,1,19,BSC,15,6.1,2.9,M,N
Nov,5,2,1,8,BSC,15,6,3,M,N
Nov,4,2,2,20,BSC,15,6.3,3,M,N
Nov,5,2,2,10,BSC,15,6.4,3,M,N
Nov,5,1,2,3,BSC,15,6,3.1,M,N
Nov,1,1,2,19,BSC,15,6.2,3.1,M,N
Nov,5,1,1,10,BSC,15,6.4,3.1,M,N
Nov,4,2,2,19,BSC,15,6,3.2,M,N
Nov,3,1,3,7,BSC,20,5.8,2.8,M,N
Nov,4,2,3,6,BSC,20,5.8,2.8,M,N
Nov,5,2,2,12,BSC,20,6.2,2.8,M,N
Nov,4,2,3,5,BSC,20,5.6,2.9,M,N
Nov,4,1,3,8,BSC,20,5.8,2.9,M,N
Nov,4,1,1,8,BSC,20,6.4,2.9,M,N
Nov,2,2,3,19,BSC,20,6,3,M,N
Nov,4,1,2,18,BSC,20,6.8,3,M,N
Nov,4,1,2,20,BSC,20,6.9,3,M,N
Nov,5,1,3,1,BSC,20,6.3,3.1,M,N
Nov,3,1,3,16,BSC,20,6.4,3.1,M,N
Nov,4,1,2,4,BSC,20,6.4,3.1,M,N
Nov,4,2,2,11,BSC,20,5.9,3.2,M,N
Nov,1,1,3,5,BSC,20,6.4,3.2,M,N
Nov,5,2,2,13,BSC,20,6.4,3.2,M,N
Nov,2,2,1,2,BSC,20,7.5,3.8,M,N
Nov,5,1,3,3,BSC,20,6.2,3.9,M,N
Nov,5,2,1,5,BSC,25,5.6,2.9,M,N
Nov,4,2,3,5,BSC,25,6.4,3,M,N
Nov,5,1,3,5,BSC,25,6.5,3.1,M,N
Nov,4,1,3,12,BSC,25,6.8,3.1,M,N
Nov,4,2,1,20,BSC,25,6,3.2,M,N
Nov,3,1,3,5,BSC,25,6.4,3.2,M,N
Nov,3,2,1,5,BSC,25,6.5,3.2,M,N
Nov,5,2,3,5,BSC,25,6.6,3.2,M,N
Nov,3,2,1,15,BSC,25,6.7,3.2,M,N
Nov,3,1,1,17,BSC,25,7,3.2,M,N
Nov,2,2,1,15,BSC,25,6.7,3.3,M,N
Nov,3,2,3,8,BSC,25,6.8,3.3,M,N
Nov,5,2,1,3,BSC,25,6.5,3.4,M,N
Nov,1,1,3,16,BSC,25,6.8,3.4,M,N
Nov,2,1,3,3,BSC,25,6.9,3.4,M,N
Nov,1,1,2,5,BSC,25,7.2,3.4,M,N
Nov,5,2,3,,BSC,25,7.2,3.4,M,N
Nov,4,2,3,9,BSC,25,7.4,3.4,M,N
Nov,4,1,3,13,BSC,30,6.7,3.1,M,N
Nov,4,1,2,4,BSC,30,6.4,3.2,M,N
Nov,4,2,1,5,BSC,30,6.5,3.2,M,N
Nov,5,1,1,1,BSC,30,6.6,3.2,M,N
Nov,4,2,2,2,BSC,30,6.8,3.2,M,N
Nov,4,2,2,17,BSC,30,6.9,3.2,M,N
Nov,4,2,2,15,BSC,30,7,3.2,M,N
Nov,3,2,1,13,BSC,30,7.2,3.2,M,N
Nov,4,2,1,9,BSC,30,7.4,3.2,M,N
Nov,4,2,1,10,BSC,30,6.3,3.4,M,N
Nov,5,1,1,4,BSC,30,6.8,3.4,M,N
Nov,3,2,1,13,BSC,30,7,3.4,M,N
Nov,5,1,3,5,BSC,30,7,3.4,M,N
