Month,Batch,Distance,No,Length,Width
Feb,3,130,33,0.8,1
Feb,4,70,1,1.5,0.9
Feb,4,70,2,0.9,0.2
Feb,4,70,3,1,0.9
Feb,4,70,4,1,0.7
Feb,4,70,5,1,0.9
Feb,4,70,6,1.1,0.9
Feb,4,70,7,0.8,1
Feb,4,70,8,0.5,0.4
Feb,4,70,9,1.3,1
Feb,4,100,1,0.6,0.5
Feb,4,100,2,1,0.7
Feb,4,100,3,1.1,0.8
Feb,4,100,4,1.4,0.9
Feb,4,100,5,0.6,0.2
Feb,4,100,6,0.7,0.3
Feb,4,100,7,0.9,0.6
Feb,4,100,8,0.3,0.2
Feb,4,100,9,0.6,0.4
Feb,4,100,10,0.7,0.5
Feb,4,100,11,0.5,0.4
Feb,4,100,12,0.5,0.2
Feb,4,100,13,0.7,0.5
Feb,4,100,14,0.6,0.5
Feb,4,100,15,0.7,0.4
Feb,4,100,16,0.8,1.5
Feb,4,100,17,1.1,0.9
Feb,4,100,18,0.7,0.8
Feb,4,100,19,1.1,1
Feb,4,100,20,1.4,1.3
Feb,4,100,21,1.6,1.4
Feb,4,100,22,1.6,1.4
Feb,4,100,23,2,1.5
Feb,4,100,24,1.5,1.3
Feb,4,100,25,1.2,1.1
Feb,4,100,26,1.5,1.3
Feb,4,100,27,1,0.9
Feb,4,100,28,1.8,0.6
Feb,4,100,29,0.8,0.9
Feb,4,100,30,0.9,0.6
Feb,4,100,31,0.8,0.9
Feb,4,100,32,0.8,0.4
Feb,4,100,33,1.4,0.8
Feb,4,100,34,0.5,0.4
Feb,4,100,35,1.1,0.5
Feb,4,100,36,0.8,0.5
Feb,4,100,37,1,1.1
Feb,4,100,38,1.5,1.4
Feb,4,100,39,0.6,0.4
Feb,4,100,40,0.9,0.8
Feb,4,100,41,1.1,1
Feb,4,100,42,1.5,1.2
Feb,4,100,43,0.9,1
Feb,4,100,44,1.1,0.8
Feb,4,100,45,1.1,0.9
Feb,4,100,46,1.2,0.4
Feb,4,100,47,0.5,0.4
Feb,4,100,48,0.9,0.6
Feb,4,100,49,0.4,0.3
Feb,4,100,50,0.5,0.7
Feb,4,100,51,0.6,0.5
Feb,4,130,1,1.1,1.1
Feb,4,130,2,0.9,0.3
Feb,4,130,3,0.4,0.3
Feb,4,130,4,0.4,0.1
Feb,4,130,5,0.2,0.4
Feb,4,130,6,0.5,0.4
Feb,4,130,7,0.3,0.5
Feb,4,130,8,0.5,0.3
Feb,4,130,9,0.7,0.8
Feb,4,130,10,1,0.6
Feb,4,130,11,1.5,1.6
Feb,4,130,12,0.6,0.5
Feb,4,130,13,0.3,0.2
Feb,4,130,14,0.5,0.4
Feb,4,130,15,0.6,0.4
Feb,4,130,16,0.4,0.6
Feb,4,130,17,0.7,0.3
Feb,4,130,18,0.6,0.5
Feb,4,130,19,1.1,0.8
Feb,4,130,20,0.4,0.4
Feb,5,70,1,0.6,0.4
Feb,5,70,2,0.5,0.7
Feb,5,70,3,0.6,0.5
Feb,5,70,4,0.6,0.3
Feb,5,100,1,1.3,1
Feb,5,100,2,0.9,0.8
Feb,5,100,3,0.6,0.5
Feb,5,100,4,0.7,0.5
Feb,5,100,5,0.8,0.4
Feb,5,100,6,1.8,1.2
Feb,5,100,7,0.9,0.8
Feb,5,100,8,0.7,0.4
Feb,5,100,9,0.8,0.8
Feb,5,100,10,0.8,0.7
Feb,5,100,11,0.3,1.5
Feb,5,100,12,1.5,1.3
Feb,5,100,13,1.3,0.8
Feb,5,100,14,0.5,0.6
Feb,5,100,15,0.3,3
Feb,5,100,16,3,2.1
Feb,5,100,17,1.5,1
Feb,5,100,18,0.9,0.5
Feb,5,100,19,1.1,0.6
Feb,5,100,20,0.9,0.4
Feb,5,100,21,1.1,0.5
Feb,5,130,1,1,0.9
Feb,5,130,2,1,1
Feb,5,130,3,1.1,1
Feb,5,130,4,1.1,1.2
Feb,5,130,5,0.6,0.5
Feb,5,130,6,0.6,0.3
Feb,5,130,7,0.5,0.4
Feb,5,130,8,1,0.7
Feb,5,130,9,0.6,0.8
Feb,5,130,10,1.3,1
Feb,5,130,11,0.9,0.7
Feb,5,130,12,0.9,0.6
Feb,5,130,13,0.8,0.8
Feb,5,130,14,1,0.8
Feb,5,130,15,1,0.5
Feb,5,130,16,1,0.6
Feb,5,130,17,1.1,0.8
Feb,5,130,18,0.8,0.9
Feb,6,100,1,0.6,1
Feb,6,100,2,1.1,0.6
Feb,6,100,3,0.8,0.7
Feb,6,100,4,0.6,0.6
Feb,6,100,5,0.8,1.1
Feb,6,100,6,0.6,0.3
Feb,6,100,7,1.4,1.1
Feb,6,100,8,0.8,0.5
Feb,6,100,9,0.8,0.7
Feb,6,130,1,1,0.7
Feb,6,130,2,0.6,0.4
Feb,6,130,3,0.6,0.7
Feb,6,130,4,0.5,0.6
Feb,6,130,5,0.6,0.4
Feb,6,130,6,0.6,0.8
Feb,6,130,7,1,0.8
Feb,6,130,8,0.7,0.4
Feb,6,130,9,0.8,0.6
Feb,6,130,10,1,0.5
Feb,6,130,11,0.7,0.8
Feb,6,130,12,0.7,0.4
Feb,6,130,13,1.1,1
Feb,6,130,14,0.6,0.4
Feb,6,130,15,1,1.1
Feb,6,130,16,0.9,1
Feb,6,130,17,0.7,0.8
Feb,6,130,18,0.7,0.4
Feb,6,130,19,1,0.8
Feb,6,130,20,0.6,0.4
Feb,6,130,21,0.6,0.8
Feb,7,40,1,1,1.2
Feb,7,40,2,1.1,0.5
Feb,7,70,3,0.5,0.4
Feb,7,70,4,0.5,0.6
Feb,7,70,5,0.9,1
Feb,7,70,6,0.7,0.4
Feb,7,100,1,0.9,0.6
Feb,7,100,2,1,0.9
Feb,7,100,3,0.8,1
Feb,7,100,4,1.1,1.2
Feb,7,100,5,1.9,1.5
Feb,7,100,6,0.8,0.7
Feb,7,100,7,1,1.2
Feb,7,100,8,0.3,0.2
Feb,7,100,9,0.6,0.3
Feb,7,100,10,0.8,0.6
Feb,7,100,11,1.3,0.9
Feb,7,100,12,1.6,1.2
Feb,7,100,13,1.4,0.8
Feb,7,100,14,1.6,1.1
Feb,7,100,15,0.9,0.6
Feb,7,100,16,0.8,0.4
Feb,7,100,17,1.1,1.2
Feb,7,100,18,0.5,0.3
Feb,7,100,19,1.1,0.8
Feb,7,100,20,1,0.9
Feb,7,100,21,0.5,0.4
Feb,7,100,22,1,1.1
Feb,7,100,23,1,0.6
Feb,7,100,24,0.7,0.5
Feb,7,100,25,1.1,0.9
Feb,7,100,26,1.8,1.1
Feb,7,100,27,1,1
Feb,7,100,28,0.9,0.8
Feb,7,100,29,1,0.5
Feb,7,100,30,0.9,0.4
Feb,7,100,31,0.3,0.6
Feb,7,130,1,0.8,0.5
Feb,7,130,2,0.6,0.8
Feb,7,130,3,0.7,0.9
Feb,7,130,4,0.5,0.3
Feb,7,130,5,0.5,0.4
Feb,7,130,6,0.6,0.5
Feb,7,130,7,1,0.9
Feb,7,130,8,0.5,0.4
Feb,7,130,9,0.4,0.5
Feb,7,130,10,0.5,0.3
Feb,7,130,11,0.4,0.6
Feb,7,130,12,0.9,0.8
Feb,7,130,13,0.8,0.5
Feb,8,10,1,1,0.9
Feb,8,40,1,0.6,0.4
Feb,8,40,2,0.9,0.4
Feb,8,40,3,0.7,0.4
Feb,8,100,1,3,2.7
Feb,8,100,2,0.9,1.1
Feb,8,100,3,0.3,0.5
Feb,8,100,4,0.3,0.4
Feb,8,100,5,0.4,0.5
Feb,8,100,6,0.9,1
Feb,8,100,7,0.5,0.4
Feb,8,100,8,0.7,0.9
Feb,8,100,9,0.2,0.3
Feb,8,100,10,0.8,0.5
Feb,8,100,11,0.9,0.7
Feb,8,100,12,0.3,0.2
Feb,8,100,13,0.7,0.5
Feb,8,100,14,0.9,0.7
Feb,8,100,15,1.1,1
Feb,8,100,16,1.2,1.2
Feb,8,100,17,0.9,0.8
Feb,8,100,18,0.6,0.5
Feb,8,100,19,0.6,0.9
Feb,8,100,20,0.6,0.8
Feb,8,100,21,0.6,0.3
Feb,8,100,22,0.6,0.4
Feb,8,100,23,0.4,0.6
Feb,8,100,24,0.5,0.3
Feb,8,100,25,0.2,0.6
Feb,8,100,26,0.7,0.9
Feb,8,100,27,0.4,0.6
Feb,8,100,28,0.7,0.5
Feb,8,100,29,0.4,0.3
Feb,8,100,30,0.9,0.6
Feb,8,100,31,0.7,0.3
Feb,8,100,32,0.6,0.5
Feb,8,100,33,0.9,0.7
Feb,8,100,34,0.5,0.4
Feb,8,130,1,1,0.9
Feb,8,130,2,0.7,0.6
Feb,8,130,3,0.5,0.7
Feb,8,130,4,0.4,0.3
Feb,8,130,5,0.4,0.5
Feb,8,130,6,0.6,0.8
Feb,8,130,7,0.9,0.8
Feb,8,130,8,1.1,1
Feb,8,130,9,0.6,0.5
Feb,8,130,10,0.3,0.2
Feb,8,130,11,0.5,0.4
Feb,8,130,12,0.5,0.4
Feb,8,130,13,0.5,0.3
Feb,8,130,14,1.1,1.2
Feb,9,70,1,1.2,0.9
Feb,9,100,1,0.7,0.8
Feb,9,100,2,1,0.8
Feb,9,100,3,1,0.5
Feb,9,100,4,0.5,0.8
Feb,9,100,5,0.6,0.5
Feb,9,100,6,0.7,0.5
Feb,9,100,7,0.9,0.7
Feb,9,100,8,0.9,0.7
Feb,9,100,9,1,1
Feb,9,100,10,0.6,0.5
Feb,9,100,11,0.7,0.5
Feb,9,100,12,0.5,0.3
Feb,9,100,13,0.5,0.4
Feb,9,100,14,0.5,0.5
Feb,9,100,15,0.6,0.4
Feb,9,100,16,1.5,1.1
Feb,9,100,17,0.6,0.5
Feb,9,100,18,0.5,0.8
Feb,9,100,19,0.9,0.7
Feb,9,100,20,0.7,0.8
Feb,9,100,21,0.7,0.8
Feb,9,130,1,0.5,0.6
Feb,9,130,2,1.4,1.2
Feb,9,130,3,1.4,0.3
Feb,9,130,4,0.7,0.6
Feb,9,130,5,1.3,1
Feb,9,130,6,0.6,0.7
Feb,9,130,7,0.6,0.5
Feb,9,130,8,0.6,0.5
Feb,9,130,9,1.1,0.9
Feb,9,130,10,0.8,0.7
Feb,9,130,11,0.6,0.4
Feb,9,130,12,0.8,0.7
Feb,9,130,13,1,0.6
Feb,9,130,14,1,0.5
Feb,9,130,15,0.8,0.4
Feb,9,130,16,0.6,0.4
Feb,9,130,17,0.7,0.8
Feb,9,130,18,0.9,0.4
Feb,9,130,19,0.8,0.6
Feb,9,130,20,0.6,0.4
Feb,9,130,21,0.8,0.6
Feb,9,130,22,0.6,0.5
Feb,9,130,23,0.6,0.4
Feb,9,130,24,0.7,0.7
Feb,9,130,25,0.7,0.4
Feb,9,130,26,0.8,0.6
Feb,10,70,1,1,1.5
Feb,10,70,2,0.4,0.5
Feb,10,70,3,0.7,0.6
Feb,10,70,4,0.9,0.4
Feb,10,70,5,1,0.9
Feb,10,70,6,0.4,0.3
Feb,10,100,1,1.5,1.1
Feb,10,100,2,0.9,0.7
Feb,10,100,3,0.6,0.4
Feb,10,100,4,0.5,0.4
Feb,10,100,5,0.4,0.3
Feb,10,100,6,0.4,0.3
Feb,10,100,7,0.6,0.4
Feb,10,100,8,0.9,0.6
Feb,10,100,9,0.8,0.5
Feb,10,100,10,0.6,0.7
Feb,10,100,11,0.9,0.6
Feb,10,100,12,0.7,0.3
Feb,10,100,13,1,0.7
Feb,10,100,14,0.9,0.8
Feb,10,100,15,0.5,0.4
Feb,10,100,16,0.6,0.4
Feb,10,100,17,0.7,0.5
Feb,10,100,18,0.5,0.4
Feb,10,100,19,0.7,0.6
Feb,10,100,20,1,0.9
Feb,10,130,1,0.7,0.4
Feb,10,130,2,1.5,0.9
Feb,10,130,3,0.5,0.7
Feb,10,130,4,0.8,0.9
Feb,10,130,5,0.9,0.5
Feb,10,130,6,1,1.7
Feb,10,130,7,0.9,0.6
Feb,10,130,8,0.8,0.6
Feb,10,130,9,0.6,0.3
Feb,10,130,10,0.8,0.4
Feb,10,130,11,1,0.5
Feb,10,130,12,0.6,0.5
Feb,10,130,13,1.2,0.9
Feb,10,130,14,1.2,0.7
Feb,10,130,15,0.8,0.7
Feb,10,130,16,0.7,0.5
Feb,10,130,17,0.6,0.7
Feb,10,130,18,0.9,0.5
Feb,10,130,19,0.7,0.4
Feb,10,130,20,0.6,0.4
Feb,10,130,21,0.9,0.6
Feb,10,130,22,0.7,0.5
Feb,10,130,23,0.6,0.7
Feb,10,130,24,0.8,0.6
Feb,10,130,25,0.8,0.6
Feb,11,100,1,1.3,0.9
Feb,11,100,2,1.2,1.1
Feb,11,100,3,0.8,0.9
Feb,11,100,4,0.7,0.5
Feb,11,100,5,1.5,0.9
Feb,11,100,6,1.2,0.6
Feb,11,100,7,0.7,0.8
Feb,11,100,8,0.9,0.5
Feb,11,100,9,0.7,0.4
Feb,11,100,10,0.8,0.5
Feb,11,100,11,0.7,0.4
Feb,11,100,12,1.2,0.7
Feb,11,100,13,0.8,0.5
Feb,11,100,14,0.6,0.4
Feb,11,100,15,1.8,2
Feb,11,100,16,0.7,0.5
Feb,11,100,17,1,0.5
Feb,11,100,18,0.8,0.5
Feb,11,100,19,0.7,0.6
Feb,11,130,1,0.8,0.7
Feb,11,130,2,0.9,0.5
Feb,11,130,3,0.6,0.5
Feb,11,130,4,0.7,0.7
Feb,11,130,5,0.8,0.9
Feb,11,130,6,0.6,0.4
Feb,11,130,7,0.8,1
Feb,11,130,8,0.6,0.5
Feb,11,130,9,0.7,0.6
Feb,11,130,10,0.8,0.9
Feb,11,130,11,2,2
Feb,11,130,12,1.2,0.6
Feb,11,130,13,0.8,0.6
Feb,11,130,14,0.7,0.8
Feb,11,130,15,0.9,0.6
Feb,11,130,16,0.8,0.5
Feb,11,130,17,0.7,0.6
Feb,11,130,18,0.5,0.4
Feb,11,130,19,0.9,0.7
Feb,11,130,20,0.4,0.3
Feb,11,130,21,0.7,0.8
Feb,11,130,22,0.6,0.5
Feb,11,130,23,0.9,0.6
Feb,11,130,24,0.8,0.7
Feb,11,130,25,1.2,1.3
Feb,11,130,26,1.1,1
Feb,12,100,1,1.1,1.7
Feb,12,100,2,1,0.7
Feb,12,100,3,0.9,0.5
Feb,12,100,4,0.6,0.4
Feb,12,100,5,0.9,0.8
Feb,12,100,6,0.7,0.6
Feb,12,100,7,0.5,0.4
Feb,12,100,8,0.9,0.5
Feb,12,100,9,0.5,0.4
Feb,12,100,10,0.8,0.9
Feb,12,100,11,0.8,0.4
Feb,12,100,12,0.8,0.5
Feb,12,100,13,0.6,0.4
Feb,12,100,14,0.7,0.5
Feb,12,100,15,0.6,0.5
Feb,12,100,16,0.7,0.9
Feb,12,100,17,0.5,0.7
Feb,12,100,18,0.7,1.1
Feb,12,100,19,0.7,0.6
Feb,12,100,20,0.5,0.3
Feb,12,100,21,0.7,0.6
Feb,12,100,22,1,0.9
Feb,12,100,23,0.9,0.8
Feb,12,100,24,1.9,1.8
Feb,12,100,25,0.7,0.5
Feb,12,100,26,0.9,0.8
Feb,12,100,27,0.9,0.8
Feb,12,100,28,1,1.1
Feb,12,130,1,1,0.8
Feb,12,130,2,0.6,0.5
Feb,12,130,3,0.9,1
Feb,12,130,4,1.1,0.9
Feb,12,130,5,1,0.9
Feb,12,130,6,1.1,0.9
Feb,12,130,7,0.7,0.4
Feb,12,130,8,0.9,0.8
Feb,12,130,9,0.6,0.7
Feb,12,130,10,0.6,0.5
Feb,12,130,11,1.5,1.2
Feb,12,130,12,1.4,0.6
Feb,12,130,13,1.3,0.7
Feb,12,130,14,0.6,0.5
Feb,12,130,15,0.6,0.4
Feb,12,130,16,0.8,0.4
Feb,12,130,17,0.7,0.5
Feb,12,130,18,1,0.7
Feb,12,130,19,0.5,0.4
Feb,12,130,20,0.7,0.5
Feb,12,130,21,0.6,0.6
Feb,12,130,22,0.6,0.3
Feb,13,40,1,0.2,0.3
Feb,13,70,1,1,0.8
Feb,13,70,2,0.8,0.9
Feb,13,100,1,1.3,1.2
Feb,13,100,2,0.8,0.5
Feb,13,100,3,1,0.5
Feb,13,100,4,0.9,0.6
Feb,13,100,5,0.8,0.6
Feb,13,100,6,2,1.9
Feb,13,100,7,0.7,0.6
Feb,13,100,8,0.4,0.3
Feb,13,100,9,0.7,0.5
Feb,13,100,10,0.3,0.3
Feb,13,100,11,0.6,0.5
Feb,13,100,12,0.8,0.7
Feb,13,100,13,0.5,0.3
Feb,13,100,14,0.5,0.6
Feb,13,100,15,0.5,0.4
Feb,13,100,16,0.4,0.3
Feb,13,100,17,0.5,0.3
Feb,13,100,18,0.3,0.3
Feb,13,100,19,0.3,0.3
Feb,13,100,20,0.5,0.3
Feb,13,100,21,0.5,0.3
Feb,13,100,22,0.7,0.5
Feb,13,100,23,0.5,0.3
Feb,13,100,24,1,0.7
Feb,13,100,25,0.5,0.5
Feb,13,100,26,0.7,0.6
Feb,13,100,27,1.2,1
Feb,13,100,28,1.3,1.2
Feb,13,100,29,1,0.9
Feb,13,100,30,0.5,0.5
Feb,13,100,31,0.8,0.5
Feb,13,100,32,0.6,0.5
Feb,13,100,33,1,0.9
Feb,13,100,34,1,0.8
Feb,13,100,35,1,0.8
Feb,13,100,36,1.3,0.8
Feb,13,130,1,1.2,1.1
Feb,13,130,2,0.6,0.5
Feb,13,130,3,0.9,0.8
Feb,13,130,4,0.7,0.6
Feb,13,130,5,0.8,0.7
Feb,13,130,6,0.3,0.2
Feb,13,130,7,0.3,0.2
Feb,13,130,8,0.3,0.2
Feb,13,130,9,0.2,0.1
Feb,13,130,10,0.3,0.2
Feb,13,130,11,0.3,0.2
Feb,13,130,12,0.2,0.2
Feb,13,130,13,1.5,1
Feb,13,130,14,0.5,0.6
Feb,13,130,15,0.5,0.3
Feb,13,130,16,1,0.7
Feb,13,130,17,0.5,0.3
Feb,13,130,18,1.6,1
Feb,13,130,19,1.5,1.3
Feb,13,130,20,1.2,1
Feb,13,130,21,1.2,1.1
Feb,13,130,22,0.8,0.5
Feb,13,130,23,0.5,0.3
Feb,13,130,24,0.5,0.3
Feb,14,10,1,1.1,1.3
Feb,14,40,1,0.8,0.4
Feb,14,40,2,0.5,
Feb,14,70,1,0.9,
Feb,14,100,1,1,0.9
Feb,14,100,2,0.5,0.4
Feb,14,100,3,0.5,0.3
Feb,14,100,4,0.8,0.5
Feb,14,100,5,0.4,0.5
Feb,14,100,6,1,0.9
Feb,14,100,7,0.9,0.6
Feb,14,100,8,0.7,0.6
Feb,14,100,9,0.4,0.6
Feb,14,100,10,0.9,0.4
Feb,14,100,11,0.3,0.2
Feb,14,100,12,0.4,0.5
Feb,14,100,13,2,1.4
Feb,14,100,14,1.3,0.9
Feb,14,100,15,0.6,0.8
Feb,14,100,16,0.3,0.5
Feb,14,100,17,0.6,0.4
Feb,14,100,18,1.5,0.9
Feb,14,100,19,0.2,0.5
Feb,14,100,20,0.9,0.6
Feb,14,100,21,1.8,1.5
Feb,14,100,22,1.4,1
Feb,14,100,23,1,0.9
Feb,14,100,24,0.9,0.8
Feb,14,100,25,1,1.8
Feb,14,100,26,0.9,0.6
Feb,14,100,27,1.1,0.9
Feb,14,130,1,0.6,0.5
Feb,14,130,2,0.6,0.5
Feb,14,130,3,0.6,0.5
Feb,14,130,4,0.6,0.5
Feb,14,130,5,0.6,0.4
Feb,14,130,6,0.6,0.6
Feb,14,130,7,0.6,0.5
Feb,14,130,8,0.6,0.5
Feb,14,130,9,0.6,0.5
Feb,14,130,10,0.6,0.5
Feb,14,130,11,0.6,0.5
Feb,14,130,12,0.6,0.4
Feb,14,130,13,0.6,0.5
Feb,14,130,14,0.6,0.5
Feb,14,130,15,0.6,0.5
Feb,14,130,16,0.6,0.5
Feb,14,130,17,0.6,0.5
Feb,14,130,18,0.6,0.5
Feb,14,130,19,0.6,0.5
Feb,14,130,20,0.6,0.5
Feb,14,130,21,0.6,0.4
Feb,14,130,22,0.6,0.5
Feb,14,130,23,0.6,0.5
Feb,14,130,24,0.6,0.5
Feb,14,130,25,0.6,0.8
Feb,14,130,26,0.6,0.5
Feb,14,130,27,0.6,0.7
Feb,14,130,28,0.6,0.5
Feb,14,130,29,0.6,0.6
Feb,14,130,30,0.8,0.7
Feb,14,130,31,0.6,0.4
Feb,15,100,1,2.5,2.2
Feb,15,100,2,2.2,1.5
Feb,15,100,3,1.8,1.9
Feb,15,100,4,0.6,0.7
Feb,15,100,5,0.4,0.6
Feb,15,100,6,0.5,0.4
Feb,15,100,7,0.5,0.7
Feb,15,100,8,0.6,0.4
Feb,15,100,9,0.6,0.5
Feb,15,100,10,0.7,0.5
Feb,15,100,11,0.8,0.9
Feb,15,100,12,0.7,0.8
Feb,15,100,13,0.4,0.5
Feb,15,100,14,1.1,0.5
Feb,15,100,15,0.6,0.4
Feb,15,100,16,0.5,0.3
Feb,15,130,1,0.9,0.8
Feb,15,130,2,1,0.9
Feb,15,130,3,0.6,0.4
Feb,15,130,4,0.5,0.6
Feb,15,130,5,0.7,0.5
Feb,15,130,6,0.5,0.7
Feb,15,130,7,0.5,0.7
Feb,15,130,8,0.6,0.5
Feb,15,130,9,0.4,0.7
Feb,15,130,10,0.5,0.7
Feb,15,130,11,0.5,0.9
Feb,15,130,12,0.6,0.7
Feb,15,130,13,0.4,0.8
Feb,15,130,14,0.7,0.7
Feb,15,130,15,0.5,0.6
Feb,15,130,16,0.5,0.7
Feb,15,130,17,0.4,1
Feb,15,130,18,0.6,0.5
Feb,16,40,1,0.5,0.4
Feb,16,70,1,1.5,1.4
Feb,16,70,2,1.5,1.4
Feb,16,70,3,1.4,0.8
Feb,16,70,4,1.4,1.3
Feb,16,70,5,1.9,1.8
Feb,16,70,6,1.3,1.2
Feb,16,70,7,1.4,0.9
Feb,16,100,1,0.8,0.9
Feb,16,100,2,0.6,0.4
Feb,16,100,3,0.8,0.6
Feb,16,100,4,0.8,0.6
Feb,16,100,5,0.9,0.5
Feb,16,100,6,1,0.6
Feb,16,100,7,1.4,1
Feb,16,100,8,1.4,1.3
Feb,16,130,1,0.6,0.5
Feb,16,130,2,0.5,0.4
Feb,16,130,3,0.9,0.8
Feb,16,130,4,0.6,0.5
Feb,16,130,5,0.6,0.5
Feb,16,130,6,0.6,0.5
Feb,16,130,7,0.6,0.5
Feb,16,130,8,0.6,0.5
Feb,16,130,9,0.6,0.4
Feb,16,130,10,0.6,0.6
Feb,16,130,11,0.6,0.9
Feb,16,130,12,0.6,0.5
Feb,16,130,13,0.6,0.5
Feb,16,130,14,0.6,0.5
Feb,16,130,15,0.6,0.5
Feb,16,130,16,0.6,0.5
Feb,16,130,17,0.6,0.8
Feb,16,130,18,0.6,0.5
Feb,16,130,19,0.6,0.4
Feb,16,130,20,0.6,0.5
Feb,16,130,21,0.6,0.5
Feb,16,130,22,0.6,0.5
Feb,16,130,23,0.6,0.5
Feb,16,130,24,0.6,0.4
Feb,16,130,25,0.6,0.4
Feb,17,100,1,1.5,1.4
Feb,17,100,2,0.6,0.5
Feb,17,100,3,0.7,0.5
Feb,17,100,4,0.6,0.5
Feb,17,100,5,0.6,0.4
Feb,17,100,6,0.5,0.7
Feb,17,100,7,0.4,0.8
Feb,17,100,8,1,0.9
Feb,17,100,9,0.6,0.7
Feb,17,100,10,0.7,0.4
Feb,17,100,11,0.6,0.5
Feb,17,100,12,0.5,0.4
Feb,17,100,13,0.7,0.8
Feb,17,100,14,0.8,0.9
Feb,17,100,15,0.9,0.5
Feb,17,100,16,0.8,0.4
Feb,17,100,17,0.9,0.5
Feb,17,100,18,0.7,0.5
Feb,17,100,19,0.6,0.4
Feb,17,100,20,0.8,0.7
Feb,17,100,21,0.6,0.5
Feb,17,100,22,0.7,0.8
Feb,17,100,23,0.8,0.5
Feb,17,100,24,0.9,0.7
Feb,17,100,25,0.9,0.6
Feb,17,100,26,0.6,0.4
Feb,17,100,27,0.4,0.5
Feb,17,100,28,0.7,0.6
Feb,17,100,29,0.6,0.5
Feb,17,100,30,0.5,0.4
Feb,17,100,31,0.8,0.6
Feb,17,100,32,0.7,0.4
Feb,17,130,1,1,0.9
Feb,17,130,2,0.5,0.4
Feb,17,130,3,0.7,0.8
Feb,17,130,4,1.1,0.5
Feb,17,130,5,1,0.8
Feb,17,130,6,1,0.6
Feb,17,130,7,0.9,0.7
Feb,17,130,8,0.8,0.5
Feb,17,130,9,0.9,0.6
Feb,17,130,10,1,0.9
Feb,17,130,11,1,0.9
Feb,17,130,12,0.8,0.9
Feb,17,130,13,1,0.9
Feb,18,100,1,1.7,0.5
Feb,18,100,2,1,0.8
Feb,18,100,3,0.8,0.4
Feb,18,100,4,0.6,0.4
Feb,18,100,5,2.5,1.8
Feb,18,100,6,0.8,0.6
Feb,18,100,7,2.4,1.9
Feb,18,100,8,0.8,0.8
Feb,18,100,9,0.6,0.5
Feb,18,100,10,0.7,0.6
Feb,18,100,11,0.8,0.7
Feb,18,100,12,0.6,0.4
Feb,18,100,13,0.8,0.6
Feb,18,100,14,0.6,0.4
Feb,18,100,15,0.8,0.6
Feb,18,100,16,0.6,0.4
Feb,18,100,17,0.6,0.4
Feb,18,100,18,0.6,0.5
Feb,18,100,19,0.8,0.6
Feb,18,100,20,0.6,0.6
Feb,18,100,21,0.5,0.8
Feb,18,100,22,0.6,0.4
Feb,18,100,23,0.6,0.4
Feb,18,100,24,0.6,0.4
Feb,18,100,25,0.8,0.6
Feb,18,100,26,0.5,0.6
Feb,18,100,27,0.6,0.5
Feb,18,100,28,0.6,0.4
Feb,18,100,29,0.6,0.5
Feb,18,100,30,0.8,0.6
Feb,18,100,31,0.6,0.5
Feb,18,100,32,0.8,0.6
Feb,18,100,33,0.6,0.4
Feb,18,100,34,0.6,0.4
Feb,18,100,35,0.4,0.6
Feb,18,100,36,0.8,0.6
Feb,18,100,37,0.6,0.5
Feb,18,100,38,0.6,0.5
Feb,18,100,39,0.7,0.6
Feb,18,100,40,0.6,0.4
Feb,18,100,41,0.7,0.6
Feb,18,100,42,0.6,0.4
Feb,18,100,43,0.8,0.6
Feb,18,100,44,0.8,0.6
Feb,18,100,45,0.6,0.5
Feb,18,100,46,0.6,0.4
Feb,18,100,47,0.7,0.6
Feb,18,130,1,0.7,0.8
Feb,18,130,2,0.7,0.4
Feb,18,130,3,0.8,0.6
Feb,18,130,4,0.9,0.7
Feb,18,130,5,0.8,0.5
Feb,18,130,6,0.8,0.7
Feb,18,130,7,0.5,0.4
Feb,18,130,8,0.7,0.4
Feb,18,130,9,0.7,0.8
Feb,18,130,10,0.7,0.4
Feb,18,130,11,0.8,0.6
Feb,18,130,12,0.5,0.4
Feb,18,130,13,0.7,0.4
Feb,18,130,14,0.8,0.5
Feb,18,130,15,0.8,0.7
Feb,18,130,16,0.5,0.4
Feb,18,130,17,0.7,0.4
Feb,18,130,18,0.8,0.5
Feb,18,130,19,0.8,0.7
Feb,18,130,20,0.7,0.4
Feb,18,130,21,0.7,0.8
Feb,18,130,22,0.7,0.4
Feb,18,130,23,0.7,0.8
Feb,18,130,24,0.7,0.4
Feb,18,130,25,0.7,0.4
Feb,18,130,26,0.8,0.6
Feb,18,130,27,0.8,0.5
Feb,18,130,28,0.8,0.7
Feb,18,130,29,0.5,0.4
Feb,18,130,30,0.7,0.4
Feb,18,130,31,0.8,0.5
Feb,18,130,32,0.8,0.7
Feb,18,130,33,0.8,0.5
Feb,18,130,34,0.5,0.4
Feb,18,130,35,0.5,0.5
Feb,19,40,1,2,1.5
Feb,19,40,2,2.5,1.8
Feb,19,70,1,1.9,1.8
Feb,19,100,1,2.3,1.5
Feb,19,100,2,2.5,1.4
Feb,19,100,3,0.6,0.6
Feb,19,100,4,0.4,0.6
Feb,19,100,5,1.6,0.4
Feb,19,100,6,1.5,1
Feb,19,100,7,1.9,1.5
Feb,19,100,8,1,0.8
Feb,19,100,9,1.1,0.8
